Game Title,Console,Price
F-1 World Grand Prix,PS,23.95
F-Zero X,PS,95.87
FIFA Soccer 64,PS,32.83
FIFA Soccer 99,PS,24.30
FIFA: Road To World Cup 98,PS,28.99
Fighter Destiny 2,PS,126.62
Fighters Destiny,PS,22.91
Fighting Force 64,PS,69.47
Flying Dragon,PS,174.39
Forsaken 64,PS,26.89
Fox Sports College Hoops '99,PS,17.24
GT 64: Championship Edition,PS,21.61
Gauntlet Legends,PS,76.24
Gauntlet Legends [w/ Figurine],PS,352.39
Gex 3: Deep Cover Gecko,PS,49.74
Gex 64: Enter The Gecko,PS,33.56
Glover,PS,60.98
Goemon's Great Adventure,PS,351.20
Golden Nugget 64,PS,22.80
GoldenEye 007,PS,81.95
GoldenEye 007 [Not For Resale],PS,0.00
GoldenEye: 007 [Player's Choice],PS,59.72
Harvest Moon 64,PS,159.61
Hercules: The Legendary Journeys,PS,80.23
Hexen,PS,49.34
Hey You Pikachu! [Game Only],PS,0.00
"Hey You, Pikachu!",PS,90.97
Hot Wheels: Turbo Racing,PS,51.88
Hybrid Heaven,PS,63.92
Hydro Thunder,PS,68.42
Hydro Thunder [Grey],PS,77.17
Iggy's Reckin Balls,PS,65.85
Indiana Jones Infernal Machine,PS,213.07
Indy Racing 2000,PS,23.30
International Superstar Soccer '98,PS,95.14
International Superstar Soccer 2000,PS,259.43
International Superstar Soccer 64,PS,57.69
International Track Field 2000,PS,114.34
Jeopardy!,PS,25.21
Jeremy McGrath Supercross 2000,PS,18.71
Jet Force Gemini,PS,41.18
Jet Force Gemini [Not For Resale],PS,0.00
Ken Griffey Jr.'s Slugfest,PS,28.63
Killer Instinct Gold,PS,123.61
Kirby 64: The Crystal Shards,PS,110.44
Knife Edge Nose Gunner,PS,39.13
Knockout Kings 2000,PS,18.41
Kobe Bryant in NBA Courtside,PS,36.74
LEGO Racers,PS,32.68
Legend of Zelda: Majora's Mask,PS,130.14
Legend of Zelda: Majora's Mask [Holographic Label],PS,193.77
Legend of Zelda: Majora's Mask [Not For Resale][Gold],PS,0.00
Legend of Zelda: Majora's Mask [Not For Resale][Grey],PS,0.00
Legend of Zelda: Ocarina of Time,PS,77.26
Legend of Zelda: Ocarina of Time [Collector's Edition],PS,350.66
Legend of Zelda: Ocarina of Time [Not For Resale],PS,0.00
Legend of Zelda: Ocarina of Time [Player's Choice],PS,73.44
Lode Runner 3-D,PS,34.91
MLBPA Bottom Of The 9th,PS,48.57
Mace: The Dark Age,PS,60.85
Madden Football 64,PS,21.71
Madden NFL 2000,PS,12.69
Madden NFL 2001,PS,15.77
Madden NFL 2002,PS,17.54
Madden NFL 99,PS,19.67
Magical Tetris Challenge,PS,56.35
Major League Baseball featuring Ken Griffey Jr.,PS,25.92
Mario Golf,PS,92.16
Mario Kart 64,PS,106.99
Mario Kart 64 [Not For Resale],PS,84.95
Mario Kart 64 [Player's Choice],PS,94.05
Mario Party,PS,109.63
Mario Party 2,PS,100.82
Mario Party 2 [Not For Resale],PS,0.00
Mario Party 3,PS,147.07
Mario Party 3 [Not For Resale],PS,0.00
Mario Party [Not For Resale],PS,0.00
Mario Tennis,PS,70.31
Mario Tennis [Not For Resale],PS,0.00
Mega Man 64,PS,144.61
Memory Card Plus,PS,22.52
Mia Hamm Soccer 64,PS,21.88
Mickey's Speedway USA,PS,43.33
Micro Machines 64 Turbo,PS,47.20
Midway's Greatest Arcade Hits Volume 1,PS,24.87
Mike Piazza's StrikeZone,PS,26.22
Milo's Astro Lanes,PS,45.84
Mischief Makers,PS,112.27
Mission: Impossible,PS,25.89
Monaco Grand Prix,PS,74.56
Monopoly,PS,60.67
Monster Truck Madness 64,PS,38.17
Mortal Kombat 4,PS,54.70
Mortal Kombat Mythologies: Sub Zero,PS,44.32
Mortal Kombat Trilogy,PS,66.79
Ms. Pac Man: Maze Madness,PS,40.12
Multi-Racing Championship,PS,28.60
Mystical Ninja Starring Goemon,PS,282.65
NASCAR 2000,PS,25.96
NASCAR 99,PS,16.65
NBA Courtside 2 featuring Kobe Bryant,PS,60.00
NBA Hang Time,PS,40.13
NBA In The Zone 2000,PS,163.30
NBA In The Zone 98,PS,18.78
NBA In The Zone 99,PS,19.28
NBA Jam '99,PS,19.93
NBA Jam 2000,PS,42.07
NBA Live '99,PS,16.86
NBA Live 2000,PS,18.87
NBA Showtime: NBA on NBC,PS,37.17
NFL Blitz,PS,32.47
NFL Blitz 2000,PS,33.32
NFL Blitz 2001,PS,33.96
NFL Blitz Special Edition,PS,122.67
NFL Quarterback Club 2000,PS,13.42
NFL Quarterback Club 2001,PS,20.53
NFL Quarterback Club 98,PS,12.90
NFL Quarterback Club 99,PS,16.08
NHL '99,PS,26.60
NHL Blades Of Steel '99,PS,34.01
NHL Breakaway 98,PS,15.87
NHL Breakaway 99,PS,34.25
Nagano Winter Olympics '98,PS,20.16
Namco Museum 64,PS,31.26
New Tetris,PS,50.96
Nightmare Creatures,PS,78.95
Nintendo 64 Console [Atomic Purple Bundle],PS,161.27
Nintendo 64 Console [Charcoal],PS,65.16
Nintendo 64 Console [Donkey Kong 64 Set],PS,253.79
Nintendo 64 Console [Fire],PS,227.42
Nintendo 64 Console [Gold],PS,775.86
Nintendo 64 Console [Grape Purple],PS,130.85
Nintendo 64 Console [Ice Blue],PS,288.09
Nintendo 64 Console [Jungle Green],PS,199.10
Nintendo 64 Console [Pikachu Set],PS,319.07
Nintendo 64 Console [Smoke Gray],PS,221.24
Nintendo 64 Console [Star Wars Episode 1 Racer Limited Edition Set],PS,139.73
Nintendo 64 Console [Watermelon],PS,288.50
Nintendo 64 Controller Pak,PS,27.70
Nintendo 64 Controller [Atomic Purple],PS,88.81
Nintendo 64 Controller [Black],PS,40.17
Nintendo 64 Controller [Blue],PS,51.10
Nintendo 64 Controller [Donkey Kong 64],PS,0.00
Nintendo 64 Controller [Extreme Green],PS,165.77
Nintendo 64 Controller [Fire] [Funtastic],PS,0.00
Nintendo 64 Controller [Gold] [Toys'R'Us ],PS,0.00
Nintendo 64 Controller [Grape] [Funtastic],PS,0.00
Nintendo 64 Controller [Gray],PS,31.94
Nintendo 64 Controller [Green],PS,43.50
Nintendo 64 Controller [Ice] [Funtastic],PS,52.65
Nintendo 64 Controller [Jungle Green] [Funtastic],PS,0.00
Nintendo 64 Controller [Millennium 2000],PS,0.00
Nintendo 64 Controller [Red],PS,45.22
Nintendo 64 Controller [Smoke] [Funtastic],PS,0.00
Nintendo 64 Controller [Watermelon] [Funtastic],PS,0.00
Nintendo 64 Controller [Yellow],PS,57.68
Nintendo 64 Controller: Nintendo Power 100 [Gold],PS,0.00
Nintendo 64 Expansion Pak,PS,73.72
Nintendo 64 Hori Controller [Black],PS,0.00
Nintendo 64 Hori Controller [Blue],PS,0.00
Nintendo 64 Hori Controller [Gold],PS,0.00
Nintendo 64 Hori Controller [Green],PS,0.00
Nintendo 64 Hori Controller [Red],PS,0.00
Nintendo 64 Hori Controller [Transparent Blue],PS,0.00
Nintendo 64 Hori Controller [Transparent Orange],PS,0.00
Nintendo 64 Hori Controller [Transparent Red],PS,0.00
Nintendo 64 Hori Controller [Transparent Snow White],PS,0.00
Nintendo 64 Hori Controller [Yellow],PS,0.00
Nintendo 64 [Pokemon Stadium Battle Set],PS,164.25
Nintendo 64: Memory Card Plus,PS,24.65
Nintendo 64: Rumble Pak,PS,32.31
Nuclear Strike 64,PS,49.22
Off Road Challenge,PS,36.86
Ogre Battle 64: Person Of Lordly Caliber,PS,152.57
Olympic Hockey 98,PS,45.13
PGA European Tour,PS,90.32
Paper Mario,PS,242.82
Paperboy,PS,57.52
Penny Racers,PS,66.11
Perfect Dark,PS,61.81
Perfect Dark [Not For Resale],PS,0.00
Perfect Dark [Player's Choice],PS,0.00
Pilotwings 64,PS,66.37
Pokemon Puzzle League,PS,93.63
Pokemon Snap,PS,152.16
Pokemon Snap [Not For Resale],PS,0.00
Pokemon Snap [Not For Resale][Blockbuster],PS,0.00
Pokemon Snap [Player's Choice],PS,0.00
Pokemon Stadium,PS,149.39
Pokemon Stadium 2,PS,205.43
Pokemon Stadium 2 [Not For Resale],PS,0.00
Pokemon Stadium [Not For Resale],PS,0.00
Polaris SnoCross,PS,46.72
Power Rangers Lightspeed Rescue,PS,61.28
Powerpuff Girls: Chemical X-Traction,PS,35.04
Quake,PS,61.60
Quake II,PS,47.55
Quest 64,PS,52.73
Rally Challenge 2000,PS,63.36
Rampage 2: Universal Tour,PS,84.81
Rampage World Tour,PS,70.21
Rat Attack!,PS,248.08
Rayman 2: The Great Escape,PS,96.47
Razor Freestyle Scooter,PS,43.12
Re-Volt,PS,25.64
Ready 2 Rumble Boxing,PS,19.55
Ready 2 Rumble Boxing: Round 2,PS,26.86
Resident Evil 2,PS,141.07
Ridge Racer 64,PS,30.15
Road Rash 64,PS,84.87
Road Rash 64 [Grey],PS,67.85
Roadsters,PS,48.52
Robotron 64,PS,40.80
Rocket: Robot On Wheels,PS,222.58
Rugrats in Paris: The Movie,PS,34.97
Rugrats in Paris: The Movie [Grey],PS,20.28
Rugrats: Scavenger Hunt,PS,34.65
Rush 2 Extreme Racing USA,PS,35.93
S.C.A.R.S.,PS,33.92
San Francisco Rush: 2049,PS,67.81
San Francisco Rush: Extreme Racing,PS,35.57
Scooby Doo! Classic Creep Capers,PS,72.82
Scooby Doo! Classic Creep Capers [Grey],PS,0.00
Shadow Man,PS,30.62
Shadowgate 64: Trial of the Four Towers,PS,74.29
Snowboard Kids,PS,207.16
Snowboard Kids 2,PS,246.94
South Park,PS,61.34
South Park Rally,PS,67.59
Space Invaders,PS,32.61
Space Station Silicon Valley,PS,140.83
Spider-Man,PS,74.46
Star Fox 64,PS,87.81
Star Fox 64 [Not For Resale],PS,0.00
Star Fox 64 [Player's Choice],PS,80.08
Star Soldier: Vanishing Earth,PS,188.58
Star Wars Episode I: Battle For Naboo,PS,46.02
Star Wars Episode I: Racer,PS,26.38
Star Wars Episode I: Racer [Not For Resale],PS,0.00
Star Wars: Rogue Squadron,PS,33.40
Star Wars: Rogue Squadron [Not For Resale],PS,0.00
Star Wars: Rogue Squadron [Player's Choice],PS,37.98
Star Wars: Shadows Of The Empire,PS,50.96
Star Wars: Shadows Of The Empire [Player's Choice],PS,59.93
StarCraft 64,PS,156.31
Starshot: Space Circus Fever,PS,139.50
Stunt Racer 64,PS,809.89
Super Bowling,PS,811.59
Super Mario 64,PS,106.01
Super Mario 64 [Not For Resale],PS,0.00
Super Mario 64 [Player's Choice],PS,80.16
Super Smash Bros.,PS,151.30
Super Smash Bros. [Not For Resale],PS,0.00
Super Smash Bros. [Player's Choice],PS,0.00
Supercross 2000,PS,22.11
Superman,PS,67.45
Tetrisphere,PS,29.35
Tigger's Honey Hunt,PS,54.05
Tom & Jerry in Fists Of Furry,PS,100.31
Tom Clancy's Rainbow Six,PS,26.08
Tom Clancy's Rainbow Six [Grey],PS,25.45
Tonic Trouble,PS,56.70
Tony Hawk's Pro Skater,PS,39.29
Tony Hawk's Pro Skater 2,PS,81.81
Tony Hawk's Pro Skater 3,PS,97.89
Top Gear Hyper-Bike,PS,78.38
Top Gear Overdrive,PS,38.85
Top Gear Rally,PS,25.91
Top Gear Rally 2,PS,57.96
Toy Story 2: Buzz Lightyear to the Rescue!,PS,95.29
Transformers Beast Wars: Transmetals,PS,640.07
Triple Play 2000,PS,22.82
Turok 2: Seeds Of Evil,PS,39.22
Turok 2: Seeds Of Evil [Grey],PS,18.24
Turok 2: Seeds of Evil [Not For Resale],PS,0.00
Turok 3: Shadow Of Oblivion,PS,110.71
Turok: Dinosaur Hunter,PS,37.48
Turok: Dinosaur Hunter [Player's Choice],PS,30.52
Turok: Rage Wars,PS,45.06
Turok: Rage Wars [Grey],PS,0.00
Twisted Edge Extreme Snowboarding,PS,12.21
V-Rally Edition '99,PS,32.95
Vigilante 8,PS,55.55
Vigilante 8: 2nd Offense,PS,60.51
Virtual Chess 64,PS,44.68
Virtual Pool 64,PS,38.81
WCW Backstage Assault,PS,35.52
WCW Backstage Assault [Grey],PS,0.00
WCW Mayhem,PS,17.17
WCW Nitro,PS,33.95
WCW vs NWO: World Tour,PS,27.24
WCW vs NWO: World Tour [Player's Choice],PS,14.06
WCW/NWO Revenge,PS,31.74
WWF Wrestlemania 2000,PS,40.80
WWF: Attitude,PS,21.09
WWF: No Mercy,PS,71.87
WWF: War Zone,PS,27.01
Waialae Country Club: True Golf Classics,PS,16.49
War Gods,PS,37.65
Wave Race 64,PS,35.84
Wave Race 64 [Player's Choice],PS,33.83
Wayne Gretzky's 3D Hockey,PS,27.68
Wayne Gretzky's 3D Hockey '98,PS,21.88
Wetrix,PS,36.48
Wheel Of Fortune,PS,42.60
WinBack: Covert Operations,PS,51.08
Wipeout 64,PS,35.32
World Cup 98,PS,37.01
World Driver Championship,PS,31.35
Worms: Armageddon,PS,648.83
Xena Warrior Princess: Talisman of Fate,PS,26.61
Yoshi's Story,PS,93.80
Yoshi's Story : Not For Resale [International],PS,0.00
Yoshi's Story [Player's Choice],PS,48.23
3 Ninjas Kick Back / Hook,PS,150.05
A/X-101,PS,118.98
AH-3 Thunderstrike,PS,18.77
Advanced Dungeons & Dragons: Eye of the Beholder,PS,37.42
Adventures of Batman & Robin,PS,78.19
Adventures of Willy Beamish,PS,27.82
After Burner III,PS,86.67
Amazing Spider-Man vs. the Kingpin,PS,50.62
Android Assault: The Revenge of Bari-Arm,PS,177.74
BC Racers,PS,109.21
Batman Returns,PS,61.72
Battlecorps,PS,31.40
Bill Walsh College Football,PS,9.91
Black Hole Assault,PS,17.26
Bouncers,PS,27.53
Bram Stoker's Dracula,PS,13.96
Brutal: Paws of Fury,PS,23.45
CD Backup RAM Cart,PS,99.70
Cadillacs and Dinosaurs,PS,77.65
Championship Soccer 94,PS,73.05
Chuck Rock,PS,43.04
Chuck Rock II: Son of Chuck,PS,33.83
Cliffhanger,PS,17.11
Cobra Command,PS,32.56
Colors of Modern Rock,PS,57.43
Compton's Interactive Encyclopedia,PS,29.57
Corpse Killer,PS,29.97
Crime Patrol,PS,89.44
Dark Wizard,PS,81.00
Demolition Man,PS,98.76
Double Switch,PS,18.13
Dracula Unleashed,PS,17.54
Dragon's Lair,PS,33.22
Dune,PS,87.35
Dungeon Explorer,PS,103.86
Dungeon Master II: Skullkeep,PS,26.77
ESPN Baseball Tonight,PS,17.79
ESPN NBA HangTime 95,PS,209.63
ESPN National Hockey Night,PS,7.70
ESPN Sunday Night NFL,PS,14.20
Earthworm Jim Special Edition,PS,415.94
Ecco the Dolphin,PS,32.88
Ecco: The Tides of Time,PS,32.76
Eternal Champions: Challenge from the Dark Side,PS,28.43
FIFA International Soccer,PS,8.98
Fahrenheit,PS,42.06
Fatal Fury Special,PS,265.43
Final Fight CD,PS,120.55
Flashback: The Quest for Identity,PS,40.15
Flink,PS,206.39
Formula One World Championship: Beyond the Limit,PS,13.30
Ground Zero Texas,PS,15.97
Heart of the Alien: Out of this World Parts I and II,PS,80.39
Heimdall,PS,34.63
Hook,PS,24.35
Hot Hits / Rock Paintings,PS,8.78
INXS: Make My Video,PS,15.45
Iron Helix,PS,34.60
Jaguar XJ220,PS,29.89
Jeopardy!,PS,23.76
Joe Montana's NFL Football,PS,4.33
Jurassic Park,PS,14.41
Keio Flying Squadron,PS,"2,092.60"
Kids On Site,PS,20.35
Kris Kross: Make My Video,PS,20.03
Lawnmower Man,PS,98.60
Lethal Enforcers,PS,82.96
Lethal Enforcers II: Gunfighters,PS,21.06
Links: The Challenge of Golf,PS,22.64
Loadstar: The Legend of Tully Bodine,PS,13.07
Lords of Thunder,PS,275.45
Lunar: Eternal Blue,PS,230.52
Lunar: The Silver Star,PS,166.71
Mad Dog II: The Lost Gold,PS,132.70
Mad Dog McCree,PS,22.49
Mansion of Hidden Souls,PS,33.65
Marky Mark and the Funky Bunch: Make My Video,PS,43.65
Mary Shelley's Frankenstein / Bram Stoker's Dracula,PS,47.34
Masked Rider: Kamen Rider ZO,PS,37.08
Mega Race,PS,43.88
Mickey Mania: The Timeless Adventures of Mickey Mouse,PS,80.93
Microcosm,PS,15.21
Midnight Raiders,PS,19.19
Mighty Morphin Power Rangers,PS,23.22
Mortal Kombat,PS,39.54
My Paint: The Animated Paint Program,PS,27.14
NBA Jam,PS,26.09
NFL Football Trivia Challenge,PS,48.74
NFL's Greatest: San Francisco Vs. Dallas 1978-1993,PS,14.61
NHL 94,PS,16.59
Night Trap,PS,61.95
Night Trap [Blue Label],PS,91.05
Novastorm,PS,135.70
Panic!,PS,77.75
Pitfall: The Mayan Adventure,PS,32.75
Popful Mail,PS,481.24
Power Factory Featuring C+C Music Factory,PS,13.06
Power Monger,PS,32.21
Prince of Persia,PS,101.02
Prize Fighter,PS,16.23
Puggsy,PS,41.15
RDF Global Conflict,PS,28.43
Racing Aces,PS,22.77
Radical Rex,PS,391.05
Revenge of the Ninja,PS,59.57
Revengers of Vengeance,PS,88.29
Rise of the Dragon,PS,37.36
Road Avenger,PS,57.40
Road Rash,PS,61.64
Robo Aleste,PS,211.79
Samurai Shodown,PS,104.49
San Diego Zoo Presents: The Animals!,PS,20.40
Secret of Monkey Island,PS,89.89
Sega CD [Model 1],PS,231.34
Sega CD [Model 2],PS,149.73
Sega CDX System,PS,771.15
Sewer Shark,PS,22.31
Shadow of the Beast II,PS,92.40
Sherlock Holmes Consulting Detective Vol. II,PS,47.35
Shining Force CD,PS,372.17
Silpheed,PS,33.29
Slam City with Scottie Pippen,PS,26.55
Snatcher,PS,"1,224.38"
Sol-Feace,PS,10.60
Sonic CD,PS,71.71
SoulStar,PS,191.97
Space Ace,PS,49.74
Space Adventure,PS,654.19
Star Wars Chess,PS,59.92
Star Wars: Rebel Assault,PS,28.10
Starblade,PS,95.79
Stellar-Fire,PS,12.09
Supreme Warrior,PS,38.06
Surgical Strike,PS,21.65
Terminator,PS,156.57
Third World War,PS,35.99
Time Gal,PS,101.23
Tomcat Alley,PS,14.12
Trivial Pursuit,PS,16.82
Ultraverse Prime / Microcosm,PS,95.77
Vay,PS,135.69
WWF Rage in the Cage,PS,29.07
Wheel of Fortune,PS,23.98
Who Shot Johnny Rock?,PS,29.33
Wild Woody,PS,104.64
Wing Commander,PS,35.85
Wirehead,PS,48.23
Wolfchild,PS,127.95
Wonder Dog,PS,80.91
Wonder Dog [Red Box Variant],PS,162.03
World Cup USA 94,PS,37.34
3D Baseball,PS,60.98
Albert Odyssey: Legend of Eldean,PS,318.77
Alien Trilogy,PS,63.23
All-Star Baseball,PS,56.18
Alone in the Dark: One-Eyed Jacks Revenge,PS,36.70
Amok,PS,28.53
Andretti Racing,PS,14.30
Area 51,PS,41.15
Astal,PS,94.76
Baku Baku,PS,32.20
Bases Loaded 96: Double Header,PS,34.35
Batman Forever: The Arcade Game,PS,222.22
Battle Arena Toshinden Remix,PS,27.48
Battle Arena Toshinden URA,PS,38.29
Battle Monsters,PS,27.32
Battle Stations,PS,18.17
BattleSport,PS,570.29
Black Dawn,PS,30.96
Black Fire,PS,12.68
Blast Chamber,PS,29.52
Blazing Dragons,PS,37.26
Blazing Heroes,PS,64.29
Bootleg Sampler,PS,9.22
Bottom of the 9th,PS,15.48
Brain Dead 13,PS,90.17
Break Point Tennis,PS,23.51
Bubble Bobble also featuring Rainbow Islands,PS,45.73
Bug Too!,PS,62.66
Bug!,PS,29.87
Burning Rangers,PS,463.72
Bust-A-Move 2 Arcade Edition,PS,22.84
Bust-A-Move 3,PS,85.35
Casper,PS,52.82
Center Ring Boxing,PS,18.44
Christmas NiGHTS Into Dreams...,PS,54.33
Clockwork Knight,PS,51.06
Clockwork Knight 2,PS,109.69
College Slam,PS,14.99
Command and Conquer,PS,36.64
Congo the Movie: The Lost City of Zinj,PS,40.39
Contra: Legacy of War,PS,201.75
Corpse Killer: Graveyard Edition,PS,49.75
Courier Crisis,PS,101.87
Creature Shock: Special Edition,PS,25.41
CrimeWave,PS,44.25
Criticom,PS,17.28
Croc: Legend of the Gobbos,PS,55.78
Crow: City of Angels,PS,57.25
Crusader: No Remorse,PS,37.14
Crypt Killer,PS,137.09
Cyber Speedway,PS,24.98
Cyberia,PS,33.61
D,PS,39.84
Darius Gaiden,PS,80.85
Dark Legend,PS,60.06
Dark Savior,PS,89.82
Darklight Conflict,PS,26.96
Daytona USA,PS,14.02
Daytona USA Championship Circuit Edition,PS,31.31
Daytona USA Championship Circuit Edition: NetLink Edition,PS,"1,334.63"
DecAthlete,PS,59.70
DefCon 5,PS,19.53
Die Hard Arcade,PS,124.57
Die Hard Trilogy,PS,48.42
Doom,PS,90.85
Double Switch,PS,32.02
Dragon Force,PS,290.39
DragonHeart: Fire & Steel,PS,39.34
Duke Nukem 3D,PS,74.30
Earthworm Jim 2,PS,104.44
Enemy Zero,PS,149.54
F1 Challenge,PS,22.30
FIFA Soccer 96,PS,15.15
FIFA Soccer 97,PS,26.96
FIFA: Road to World Cup 98,PS,28.44
Fighters Megamix,PS,38.26
Fighting Vipers,PS,26.84
Frank Thomas Big Hurt Baseball,PS,9.19
Galactic Attack,PS,78.98
Galaxy Fight,PS,92.07
Gex,PS,55.58
Ghen War,PS,29.53
Golden Axe: The Duel,PS,124.21
Grand Slam,PS,64.95
Grid Runner,PS,26.52
Guardian Heroes,PS,225.25
GunGriffon,PS,40.88
Hang On GP,PS,47.84
Heir of Zendor: The Legend and The Land,PS,35.26
Herc's Adventures,PS,287.78
Hexen,PS,62.50
Hi-Octane: The Track Fights Back!,PS,15.28
High Velocity: Mountain Racing Challenge,PS,45.05
Highway 2000,PS,61.43
Horde,PS,41.62
House of the Dead,PS,317.59
Hyper 3-D Pinball,PS,16.81
Impact Racing,PS,22.38
In the Hunt,PS,165.02
Incredible Hulk: The Pantheon Saga,PS,58.50
Independence Day,PS,23.72
Iron Man X-O Manowar in Heavy Metal,PS,37.33
Iron Storm,PS,76.53
Johnny Bazookatone,PS,43.98
Last Bronx,PS,43.43
Last Gladiators Digital Pinball,PS,21.81
Legend of Oasis,PS,118.34
Loaded,PS,82.59
Lost World: Jurassic Park,PS,30.56
Lunacy,PS,398.45
Machine Head,PS,21.61
Madden NFL 97,PS,9.25
Madden NFL 98,PS,13.34
Magic Carpet,PS,45.73
Magic Knight Rayearth,PS,736.03
Mansion of Hidden Souls,PS,38.53
Manx TT Super Bike,PS,48.65
Marvel Super Heroes,PS,146.49
Mass Destruction,PS,31.86
Maximum Force,PS,97.06
MechWarrior 2,PS,28.55
Mega Man 8: Anniversary Collectors Edition,PS,421.16
Mega Man X4,PS,254.46
Midway Presents Arcades Greatest Hits,PS,17.63
Midway Presents Arcades Greatest Hits: The Atari Collection 1,PS,13.92
Minnesota Fats: Pool Legend,PS,39.22
Mortal Kombat II,PS,56.00
Mortal Kombat Trilogy,PS,165.89
Mr. Bones,PS,80.40
Myst,PS,16.26
Mystaria: The Realms of Lore,PS,63.11
NASCAR 98,PS,14.57
NBA Action,PS,16.44
NBA Action 98,PS,30.53
NBA Jam Extreme,PS,24.56
NBA Jam Tournament Edition,PS,43.03
NBA Live 97,PS,10.02
NBA Live 98,PS,15.56
NFL 97,PS,9.87
NFL Quarterback Club 96,PS,16.13
NFL Quarterback Club 97,PS,13.17
NHL 97,PS,4.42
NHL 98,PS,18.26
NHL All-Star Hockey,PS,8.80
NHL All-Star Hockey 98,PS,10.04
NHL PowerPlay 96,PS,10.72
NiGHTS Into Dreams...,PS,69.79
NiGHTS Into Dreams... [Controller Bundle],PS,168.16
Night Warriors: DarkStalkers Revenge,PS,102.98
Norse by Norsewest: The Return of The Lost Vikings,PS,90.10
Off-World Interceptor Extreme,PS,18.46
Olympic Soccer: Atlanta 1996,PS,40.97
P.T.O. II: Pacific Theater of Operations,PS,26.66
PGA Tour 97,PS,19.91
Pandemonium!,PS,72.34
Panzer Dragoon,PS,79.89
Panzer Dragoon II Zwei,PS,100.58
Panzer Dragoon Saga,PS,942.30
Pebble Beach Golf Links,PS,18.85
PowerSlave,PS,264.76
Primal Rage,PS,99.33
Pro Pinball,PS,22.53
Quake,PS,110.65
Quarterback Attack with Mike Ditka,PS,14.64
Radiant Silvergun,PS,0.00
Rampage World Tour,PS,102.43
Rayman,PS,77.70
Resident Evil,PS,156.79
Resurrection: Rise 2,PS,24.43
Revolution X,PS,25.10
Road & Track Presents: The Need for Speed,PS,34.02
Road Rash,PS,46.89
Robo Pit,PS,42.04
Robotica,PS,19.76
Romance of the Three Kingdoms IV: Wall of Fire,PS,33.79
Saturn Bomberman,PS,379.58
Scorcher,PS,34.21
Scud: The Disposable Assassin,PS,40.47
Sega Ages,PS,245.22
Sega Rally Championship,PS,14.88
Sega Rally Championship: NetLink Edition,PS,34.90
Sega Saturn,PS,126.98
Sega Saturn 3D Analog Controller [Black],PS,0.00
Sega Saturn Backup Memory Card,PS,0.00
Sega Saturn Backup RAM,PS,52.64
Sega Saturn MK2 Control Pad,PS,0.00
Sega Saturn Virtua Stick,PS,32.89
Sega Touring Car Championship,PS,48.30
Sega Worldwide Soccer 97,PS,11.03
Sega Worldwide Soccer 98,PS,24.28
Shanghai: Triple Threat,PS,21.38
Shellshock,PS,24.36
Shining Force III,PS,288.37
Shining Wisdom,PS,207.17
Shining the Holy Ark,PS,188.64
Shinobi Legions,PS,94.85
Shockwave Assault,PS,25.34
SimCity 2000,PS,34.06
Skeleton Warriors,PS,33.30
Sky Target,PS,54.30
Slam n Jam 96 featuring Magic & Kareem,PS,16.99
Solar Eclipse,PS,27.02
Sonic 3D Blast,PS,54.00
Sonic Jam,PS,165.50
Sonic R,PS,135.35
Soviet Strike,PS,23.42
Space Hulk: Vengeance of the Blood Angels,PS,28.92
Space Jam,PS,36.86
Spot Goes to Hollywood,PS,44.47
Star Fighter,PS,15.32
Steep Slope Sliders,PS,58.08
Street Fighter Alpha 2,PS,76.25
Street Fighter Alpha: Warriors Dreams,PS,51.77
Street Fighter Collection,PS,221.11
Street Fighter: The Movie,PS,41.53
Striker 96,PS,11.07
Super Puzzle Fighter II Turbo,PS,173.54
TNN Motor Sports Hardcore 4X4,PS,9.86
Tempest 2000,PS,111.30
Ten Pin Alley,PS,26.18
Tetris Plus,PS,28.94
Theme Park,PS,26.43
Three Dirty Dwarves,PS,155.73
Thunderstrike 2,PS,19.78
Tomb Raider,PS,28.44
True Pinball,PS,33.59
Tunnel B1,PS,15.26
Ultimate Mortal Kombat 3,PS,50.57
VR Golf 97,PS,16.37
VR Soccer,PS,6.83
VR Virtua Racing,PS,25.36
Valora Valley Golf,PS,59.90
Virtua Cop 2,PS,48.38
Virtua Cop 2 [Big Box],PS,132.74
Virtua Cop [Big Box],PS,123.27
Virtua Cop [Long Box],PS,48.32
Virtua Cop [Not For Resale],PS,10.60
Virtua Fighter,PS,18.96
Virtua Fighter 2,PS,6.97
Virtua Fighter 2 - Virtua Cop - Daytona USA [Not For Resale Pack],PS,35.32
Virtua Fighter Kids,PS,36.39
Virtua Fighter Remix [Long Box],PS,275.85
Virtua Fighter Remix [Not For Resale],PS,21.23
Virtual Casino,PS,33.36
Virtual Hydlide,PS,59.61
Virtual On: Cyber Troopers,PS,52.83
Virtual On: Cyber Troopers: NetLink Edition,PS,43.68
Virtual Open Tennis,PS,15.37
WWF In Your House,PS,39.75
WWF Wrestlemania: The Arcade Game,PS,59.05
Warcraft II: The Dark Saga,PS,67.85
Wing Arms,PS,32.11
Winning Post,PS,197.03
Winter Heat,PS,74.06
Wipeout,PS,31.92
World Cup Golf: Professional Edition,PS,28.54
World Series Baseball,PS,9.20
World Series Baseball 98,PS,31.40
World Series Baseball II,PS,11.96
Worldwide Soccer,PS,9.52
Worms,PS,58.99
X-Men: Children of the Atom,PS,79.02
007 Racing,PS,7.15
007 Racing [Collector's Edition],PS,2.86
