Game Title,Console,Price
Centurion: Defender of Rome,PS,21.26
Chakan,PS,28.03
Champions World Class Soccer,PS,9.84
Championship Bowling,PS,15.77
Championship Pool,PS,13.80
Championship Pro-Am,PS,19.70
Chase H.Q. II,PS,53.69
Chavez II,PS,31.25
Chester Cheetah: Too Cool to Fool,PS,42.30
Chester Cheetah: Wild Wild Quest,PS,27.88
Chi Chi's Pro Challenge Golf,PS,14.53
Chiki Chiki Boys,PS,126.15
Chuck Rock,PS,25.95
Chuck Rock II: Son of Chuck,PS,29.45
ClayFighter,PS,20.02
Cliffhanger,PS,17.42
Clue,PS,13.45
Coach K College Basketball,PS,17.99
College Football USA 96,PS,9.95
College Football USA 97,PS,19.22
College Football's National Championship,PS,8.25
College Football's National Championship II,PS,9.34
College Slam,PS,11.58
Columns,PS,13.25
Columns III,PS,20.45
Columns [Sega Classic],PS,11.68
Columns [Sega Classic] [Cardboard],PS,18.63
Combat Cars,PS,11.77
Comix Zone,PS,68.21
Contra: Hard Corps,PS,120.39
Cool Spot,PS,18.71
Cosmic Spacehead,PS,22.28
Crack Down,PS,54.64
CrossFire,PS,61.44
Crue Ball,PS,35.98
Crusader of Centy,PS,"1,888.03"
Crystal's Pony Tale,PS,25.29
Cutthroat Island,PS,15.91
Cyber-Cop,PS,22.28
Cyberball,PS,14.27
Cyborg Justice,PS,23.27
DJ Boy,PS,26.10
Dark Castle,PS,32.80
Dashin Desperadoes,PS,31.79
David Crane's Amazing Tennis,PS,14.21
David Robinson's Supreme Court,PS,15.17
Davis Cup Tennis,PS,12.24
Deadly Moves,PS,17.91
Death Duel,PS,23.81
Death and Return of Superman,PS,89.96
DecapAttack,PS,32.09
Demolition Man,PS,55.95
Desert Demolition Starring Road Runner and Wile E. Coyote,PS,23.52
Desert Demolition Starring Road Runner and Wile E. Coyote [Mega Hit Series],PS,19.86
Desert Strike: Return to the Gulf,PS,17.33
Devilish: The Next Possession,PS,39.20
Dick Tracy,PS,52.19
Dick Vitale's Awesome Baby! College Hoops,PS,22.14
Dino Land,PS,34.34
Dinosaurs for Hire,PS,49.55
Doom Troopers,PS,113.46
Double Dragon,PS,70.16
Double Dragon 3: The Arcade Game,PS,37.25
Double Dragon V: The Shadow Falls,PS,47.50
Double Dribble: The Playoff Edition,PS,23.49
Dr. Robotnik's Mean Bean Machine,PS,23.33
Dragon's Fury,PS,68.68
Dragon's Revenge,PS,36.73
Dragon: The Bruce Lee Story,PS,35.88
Dune: The Battle for Arrakis,PS,86.25
Dungeons & Dragons: Warriors of the Eternal Sun,PS,30.95
Dynamite Duke,PS,47.04
Dynamite Headdy,PS,43.10
ESPN Baseball Tonight,PS,11.15
ESPN National Hockey Night,PS,11.45
ESPN Speed World,PS,13.65
ESPN Sunday Night NFL,PS,9.19
ESWAT: City Under Siege,PS,33.82
Earnest Evans,PS,59.41
Earth Defense,PS,18.35
Earthworm Jim,PS,35.73
Earthworm Jim 2,PS,122.74
Ecco Jr.,PS,59.64
Ecco the Dolphin,PS,17.04
Ecco: The Tides of Time,PS,15.93
Ecco: The Tides of Time [Mega Hit Series],PS,25.19
El Viento,PS,203.85
Elemental Master,PS,151.36
Eternal Champions,PS,12.64
Eternal Champions [Mega Hit Series],PS,25.50
Evander Holyfield's Real Deal Boxing,PS,14.38
Ex-Mutants,PS,23.74
Exile,PS,68.61
Exo Squad,PS,60.65
Exodus: Journey to the Promised Land,PS,83.52
F-117 Night Storm,PS,21.89
F-15 Strike Eagle II,PS,10.44
F-22 Interceptor,PS,11.03
FIFA International Soccer,PS,10.50
FIFA Soccer 95,PS,13.51
FIFA Soccer 96,PS,13.11
FIFA Soccer 97,PS,22.85
Faery Tale Adventure,PS,20.06
Family Feud,PS,15.34
Fantasia,PS,26.54
Fantastic Dizzy,PS,37.92
Fatal Fury,PS,27.06
Fatal Fury 2,PS,46.03
Fatal Labyrinth,PS,27.10
Fatal Rewind,PS,20.94
Ferrari Grand Prix Challenge,PS,10.44
Fighting Masters,PS,30.93
Final Zone,PS,78.86
Fire Shark,PS,81.24
Flashback: The Quest for Identity,PS,36.61
Flicky,PS,51.64
Flintstones,PS,98.65
Foreman For Real,PS,12.82
Forgotten Worlds,PS,36.64
Formula One,PS,14.69
Frank Thomas Big Hurt Baseball,PS,20.03
Frogger,PS,20.71
Fun n Games,PS,15.91
Funny World & Balloon Boy,PS,12.84
G-LOC Air Battle,PS,21.16
Gadget Twins,PS,20.76
Gaiares,PS,112.89
Gain Ground,PS,68.82
Galahad,PS,71.12
Galaxy Force II,PS,26.20
Game Genie,PS,24.20
Garfield: Caught in the Act,PS,26.63
Gargoyles,PS,93.46
Gauntlet IV,PS,53.25
Gemfire,PS,44.62
General Chaos,PS,38.64
Generations Lost,PS,29.75
Genghis Khan II: Clan of the Gray Wolf,PS,37.05
George Foreman's KO Boxing,PS,11.30
Ghostbusters,PS,86.04
Ghouls N Ghosts,PS,70.51
Gods,PS,32.49
Golden Axe,PS,35.85
Golden Axe II,PS,62.04
Golden Axe [Sega Classic],PS,26.61
Goofy's Hysterical History Tour,PS,25.96
Granada,PS,118.47
Great Circus Mystery Starring Mickey & Minnie,PS,40.87
Great Waldo Search,PS,13.89
Greatest Heavyweights,PS,16.70
Greendog: The Beached Surfer Dude!,PS,22.47
Grind Stormer,PS,155.84
Growl,PS,127.73
Gunstar Heroes,PS,137.16
Hard Drivin,PS,14.70
Hardball 94,PS,10.74
Hardball 95,PS,12.51
Hardball III,PS,11.24
Hardball!,PS,16.92
Haunting Starring Polterguy,PS,72.68
Head-On Soccer,PS,35.76
Heavy Nova,PS,20.67
Hellfire,PS,95.50
Herzog Zwei,PS,71.15
High Seas Havoc,PS,108.19
Hit the Ice,PS,38.28
Home Alone,PS,28.83
Home Alone 2: Lost in New York,PS,28.00
Hook,PS,28.47
Humans,PS,16.55
IMG International Tour Tennis,PS,10.61
Immortal,PS,55.61
Incredible Crash Dummies,PS,26.01
Incredible Hulk,PS,30.56
Indiana Jones and the Last Crusade,PS,31.02
Insector X,PS,39.72
Instruments of Chaos starring Young Indiana Jones,PS,13.20
Ishido: The Way of Stones,PS,33.07
Izzy's Quest for the Olympic Rings,PS,12.33
Jack Nicklaus Power Challenge Golf,PS,13.66
James Bond: The Duel,PS,30.29
James Buster Douglas Knockout Boxing,PS,15.90
James Buster Douglas Knockout Boxing [Sega Classic],PS,15.85
James Pond 3: Operation Starfish,PS,22.36
James Pond II: Codename: Robocod,PS,22.10
James Pond: Underwater Agent,PS,17.97
Jammit,PS,15.52
Jennifer Capriati Tennis,PS,19.92
Jeopardy!,PS,9.97
Jeopardy! Deluxe Edition,PS,11.85
Jeopardy! Sports Edition,PS,8.51
Jerry Glanville's Pigskin Footbrawl,PS,34.55
Jewel Master,PS,39.31
Joe & Mac,PS,82.57
Joe Montana Football,PS,14.95
Joe Montana II: Sports Talk Football,PS,9.15
John Madden Football,PS,21.84
John Madden Football 92,PS,13.35
John Madden Football 93,PS,10.61
John Madden Football Championship Edition,PS,98.26
Jordan vs Bird,PS,23.28
Joshua & the Battle of Jericho,PS,76.95
Judge Dredd,PS,18.63
Junction,PS,15.65
Jungle Book,PS,21.09
Jungle Strike,PS,19.58
Jurassic Park,PS,19.06
Jurassic Park: Rampage Edition,PS,29.08
Justice League Task Force,PS,21.83
Ka-Ge-Ki: Fists of Steel,PS,32.47
Kawasaki Superbike Challenge,PS,57.29
Kid Chameleon,PS,27.58
King Salmon: The Big Catch,PS,19.93
King of the Monsters,PS,37.90
King of the Monsters 2,PS,33.06
King's Bounty: The Conqueror's Quest,PS,32.83
Klax,PS,22.47
Krusty's Super Fun House,PS,30.31
LHX Attack Chopper,PS,10.22
La Russa Baseball 95,PS,11.95
Lakers versus Celtics and the NBA Playoffs,PS,10.43
LandStalker,PS,60.85
Last Action Hero,PS,23.62
Last Battle,PS,24.96
Lawnmower Man,PS,27.56
Legend of Wukong,PS,138.08
Lemmings,PS,28.34
Lemmings 2: The Tribes,PS,22.46
Lethal Enforcers,PS,57.78
Lethal Enforcers II: Gun Fighters,PS,21.33
Liberty or Death,PS,41.34
Light Crusader,PS,28.13
Lightening Force: Quest for the Darkstar,PS,88.89
Lion King,PS,15.59
Lost Vikings,PS,26.30
Lost World: Jurassic Park,PS,114.87
Lotus II,PS,12.11
Lotus Turbo Challenge,PS,18.04
M-1 Abrams Battle Tank,PS,15.32
MIG-29 Fighter Pilot,PS,10.77
MLBPA Baseball,PS,8.03
MUSHA.,PS,739.40
Madden NFL 94,PS,12.78
Madden NFL 95,PS,9.44
Madden NFL 96,PS,11.43
Madden NFL 97,PS,13.09
Madden NFL 98,PS,20.38
Magic School Bus: Space Exploration Game,PS,36.74
Marble Madness,PS,25.19
Mario Andretti Racing,PS,13.69
Mario Lemieux Hockey,PS,44.56
Marko,PS,26.09
Marsupilami,PS,19.53
Marvel Land,PS,65.09
Mary Shelley's Frankenstein,PS,22.84
Master of Monsters,PS,94.02
Math Blaster: Episode 1,PS,21.30
Mazin Saga Mutant Fighter,PS,89.83
McDonald's Treasure Land Adventure,PS,111.55
Mega Bomberman,PS,59.92
Mega Bomberman [Mega Hit Series],PS,57.50
Mega Turrican,PS,200.89
Menacer 6-Game Cartridge,PS,17.53
Mercs,PS,34.85
Michael Jackson's Moonwalker,PS,112.56
Mick & Mack as the Global Gladiators,PS,23.22
Mickey Mania: The Timeless Adventures of Mickey Mouse,PS,28.72
Mickey's Ultimate Challenge,PS,26.06
Micro Machines,PS,31.83
Midnight Resistance,PS,51.54
Might and Magic: Gates to Another World,PS,36.31
Mighty Morphin Power Rangers,PS,26.89
Mighty Morphin Power Rangers [Mega Hit Series],PS,73.56
Mighty Morphin Power Rangers: The Movie,PS,43.19
Mike Ditka Power Football,PS,11.59
Minnesota Fats: Pool Legend,PS,45.06
Miracle Piano Teaching System,PS,354.54
Monopoly,PS,10.69
Mortal Kombat,PS,22.64
Mortal Kombat 3,PS,21.05
Mortal Kombat II,PS,20.66
Ms. Pac-Man,PS,13.93
Muhammad Ali Heavyweight Boxing,PS,17.51
Mutant League Football,PS,44.32
Mutant League Hockey,PS,146.24
Mystic Defender,PS,40.02
Mystical Fighter,PS,104.78
NBA Action 94,PS,9.10
NBA Action 95 starring David Robinson,PS,12.90
NBA All-Star Challenge,PS,10.87
NBA Hang Time,PS,17.73
NBA Jam,PS,16.82
NBA Jam Tournament Edition,PS,21.29
NBA Live 95,PS,12.44
NBA Live 96,PS,12.56
NBA Live 97,PS,14.96
NBA Live 98,PS,21.08
NBA Showdown 94,PS,10.39
NCAA Final Four Basketball,PS,13.20
NCAA Football,PS,8.13
NFL 95,PS,7.43
NFL 98,PS,22.10
NFL Football 94 Starring Joe Montana,PS,8.22
NFL Quarterback Club,PS,9.89
NFL Quarterback Club 96,PS,8.94
NFL Sports Talk Football 93 Starring Joe Montana,PS,12.63
NHL 94,PS,19.57
NHL 95,PS,9.91
NHL 96,PS,12.89
NHL 97,PS,14.84
NHL 98,PS,29.53
NHL All-Star Hockey 95,PS,10.62
NHL Hockey,PS,16.05
NHLPA Hockey '93,PS,10.87
Newman Haas IndyCar Featuring Nigel Mansell,PS,11.19
Nigel Mansell's World Championship Racing,PS,15.52
No Escape,PS,33.28
Nobunaga's Ambition,PS,40.13
Normy's Beach Babe-O-Rama,PS,47.50
Olympic Gold: Barcelona 92,PS,11.34
Olympic Summer Games: Atlanta 1996,PS,19.95
Onslaught,PS,53.90
Ooze,PS,40.42
Operation Europe,PS,30.99
Out of This World,PS,31.33
OutRun,PS,92.26
OutRun 2019,PS,31.22
OutRunners,PS,49.15
Outback Joey,PS,"6,548.35"
Outlander,PS,25.57
P.T.O.: Pacific Theater of Operations,PS,32.72
PGA European Tour,PS,23.75
PGA Tour 96,PS,10.76
PGA Tour Golf,PS,10.80
PGA Tour Golf II,PS,8.88
PGA Tour Golf III,PS,12.73
Pac-Attack,PS,19.19
Pac-Man 2: The New Adventures,PS,15.23
Pac-Mania,PS,30.62
Pagemaster,PS,25.16
Paperboy,PS,20.93
Paperboy 2,PS,34.99
Paperboy [Cardboard],PS,16.62
Pat Riley Basketball,PS,10.93
Pat Riley Basketball [Sega Classic],PS,6.90
Pebble Beach Golf Links,PS,9.11
Pele II: World Tournament Soccer,PS,20.92
Pele!,PS,17.08
Pete Sampras Tennis,PS,17.98
Phantasy Star II,PS,86.57
Phantasy Star III: Generations of Doom,PS,42.20
Phantasy Star IV,PS,107.94
Phantom 2040,PS,40.06
Phelios,PS,64.79
Pier Solar and the Great Architects,PS,121.78
Pink Goes to Hollywood,PS,19.76
Pinocchio,PS,52.95
Pirates of Dark Water,PS,61.74
Pirates! Gold,PS,86.39
Pit-Fighter,PS,20.07
Pitfall: The Mayan Adventure,PS,13.67
Pocahontas,PS,51.07
Populous,PS,31.94
Power Monger,PS,20.92
Powerball,PS,22.93
Predator 2,PS,55.31
Primal Rage,PS,20.09
Prime Time NFL Starring Deion Sanders,PS,11.35
Prince of Persia,PS,24.54
Pro Moves Soccer,PS,14.70
Pro Quarterback,PS,12.78
Puggsy,PS,21.45
Punisher,PS,266.89
Quackshot Starring Donald Duck,PS,43.21
Quad Challenge,PS,15.91
R.B.I. Baseball 3,PS,12.43
R.B.I. Baseball 4,PS,13.89
R.B.I. Baseball 93,PS,8.83
R.B.I. Baseball 94,PS,12.68
Race Drivin,PS,17.93
Radical Rex,PS,37.83
Raiden Trad,PS,107.35
Rambo III,PS,38.28
Rampart,PS,25.01
Ranger X,PS,70.02
Rastan Saga II,PS,53.73
Red Zone,PS,52.88
Ren & Stimpy Show Presents: Stimpy's Invention,PS,19.81
Revenge of Shinobi,PS,57.11
Revenge of Shinobi [Sega Classic],PS,31.24
Revenge of Shinobi [Version 1.0],PS,82.15
Revolution X,PS,21.62
Richard Scarry's Busytown,PS,20.48
Rings of Power,PS,53.20
Risk,PS,13.07
Risky Woods,PS,44.08
Ristar,PS,166.88
Road Rash,PS,26.73
Road Rash 3,PS,40.99
Road Rash II,PS,24.29
RoadBlasters,PS,29.85
RoboCop 3,PS,42.49
RoboCop vs. Terminator,PS,63.43
Rock N Roll Racing,PS,98.70
Rocket Knight Adventures,PS,58.57
Roger Clemens MVP Baseball,PS,8.57
Rolling Thunder 2,PS,68.57
Rolling Thunder 3,PS,198.70
Rolo to the Rescue,PS,56.21
Romance of the Three Kingdoms II,PS,49.01
Romance of the Three Kingdoms III: Dragon of Destiny,PS,50.20
Rugby World Cup 95,PS,13.24
Sagaia,PS,152.70
Saint Sword,PS,52.85
Samurai Shodown,PS,17.70
Saturday Night Slam Masters,PS,158.51
Scooby-Doo Mystery,PS,120.98
Sega Genesis 3-button Controller [1650],PS,0.00
Sega Genesis Model 1,PS,69.80
Sega Genesis Model 2,PS,87.05
Sega Genesis Model 3,PS,50.15
Sega Nomad,PS,261.99
Sesame Street Counting Cafe,PS,22.21
Shadow Blasters,PS,39.45
Shadow Dancer: The Secret of Shinobi,PS,62.88
Shadow of the Beast,PS,24.41
Shadow of the Beast II,PS,24.25
Shadowrun,PS,80.59
Shanghai II: Dragon's Eye,PS,12.24
Shaq-Fu,PS,16.84
Shining Force,PS,62.90
Shining Force II,PS,97.02
Shining in the Darkness,PS,40.46
Shinobi III: Return of the Ninja Master,PS,50.59
Shove It! The Warehouse Game,PS,24.63
Side Pocket,PS,15.20
Simpsons: Bart vs. the Space Mutants,PS,34.29
Simpsons: Barts Nightmare,PS,42.58
Skeleton Krew,PS,247.76
Skitchin,PS,25.08
Slaughter Sport,PS,25.78
Socket,PS,53.02
Sol-Deace,PS,109.39
Soldiers of Fortune,PS,39.55
Sonic & Knuckles,PS,55.57
Sonic 3D Blast,PS,40.33
Sonic Classics,PS,21.47
Sonic the Hedgehog,PS,32.97
Sonic the Hedgehog 2,PS,17.57
Sonic the Hedgehog 2 [Cardboard Variant],PS,43.33
Sonic the Hedgehog 3,PS,40.32
Sonic the Hedgehog 3 [Mega Hit Series],PS,33.20
Sonic the Hedgehog Spinball,PS,13.79
Sonic the Hedgehog [Sega Classic],PS,24.59
Sorcerer's Kingdom,PS,55.73
Space Harrier II,PS,31.31
Space Invaders 91,PS,42.36
Sparkster,PS,148.50
Speedball 2: Brutal Deluxe,PS,30.79
Spider-Man,PS,33.77
Spider-Man & Venom: Maximum Carnage,PS,37.57
Spider-Man & Venom: Maximum Carnage [QVC],PS,473.27
Spider-Man & Venom: Separation Anxiety,PS,49.78
Spider-Man & X-Men: Arcade's Revenge,PS,20.29
Spider-Man the Animated Series,PS,59.15
Spiritual Warfare,PS,97.19
Splatterhouse 2,PS,227.17
Splatterhouse 3,PS,214.99
Sports Talk Baseball,PS,12.18
Spot Goes To Hollywood,PS,22.76
Star Control,PS,46.09
Star Odyssey,PS,176.03
Star Trek: Deep Space Nine: Crossroads of Time,PS,30.02
Star Trek: The Next Generation: Echoes From the Past,PS,18.59
StarFlight,PS,45.93
Stargate,PS,18.77
Steel Empire,PS,78.64
Steel Talons,PS,10.10
StormLord,PS,70.60
Street Fighter II: Special Champion Edition,PS,22.52
Street Smart,PS,19.29
Streets of Rage,PS,60.29
Streets of Rage 2,PS,53.67
Streets of Rage 3,PS,258.28
Streets of Rage [Sega Classic],PS,45.85
Strider,PS,35.24
Strider Returns: Journey from Darkness,PS,36.47
Sub-Terrania,PS,14.35
Summer Challenge,PS,20.36
Sunset Riders,PS,104.74
Super Baseball 2020,PS,23.66
Super Battleship,PS,12.81
Super Battletank: War in the Gulf,PS,13.19
Super Hang-On,PS,25.32
Super High Impact,PS,9.94
Super Hydlide,PS,35.69
Super Monaco GP,PS,17.66
Super Monaco GP [Mega Hit Series],PS,177.38
Super Off Road,PS,29.62
Super Smash T.V.,PS,43.17
Super Street Fighter II: The New Challengers,PS,17.73
Super Thunder Blade,PS,20.26
Super Volleyball,PS,18.74
Superman,PS,47.50
Sword of Sodan,PS,29.82
Sword of Vermilion,PS,30.99
Syd of Valis,PS,75.11
Sylvester and Tweety in Cagey Capers,PS,23.60
Syndicate,PS,40.09
T2: Terminator 2: Judgment Day,PS,20.14
T2: The Arcade Game,PS,24.26
TNN Bass Tournament of Champions,PS,9.03
TNN Outdoors Bass Tournament 96,PS,9.96
TaleSpin,PS,20.27
Target Earth,PS,35.02
Task Force Harrier EX,PS,54.85
Taz in Escape From Mars,PS,21.20
Taz in Escape From Mars [Mega Hit Series],PS,57.72
Taz-Mania,PS,16.31
Team USA Basketball,PS,26.66
Techno Cop,PS,35.28
Technoclash,PS,28.66
Tecmo Super Baseball,PS,11.25
Tecmo Super Bowl,PS,20.83
Tecmo Super Bowl II: Special Edition,PS,43.21
Tecmo Super Bowl III: Final Edition,PS,27.42
Tecmo Super Hockey,PS,29.17
Tecmo Super NBA Basketball,PS,8.88
Tecmo World Cup,PS,21.98
Teenage Mutant Ninja Turtles: The Hyperstone Heist,PS,204.23
Teenage Mutant Ninja Turtles: Tournament Fighters,PS,39.24
Terminator,PS,52.45
Test Drive II: The Duel,PS,17.21
Theme Park,PS,63.81
Thomas the Tank Engine & Friends,PS,54.63
Thunder Force II,PS,47.71
Thunder Force III,PS,99.97
Thunder Fox,PS,62.76
Tick,PS,45.32
Time Killers,PS,120.32
Tinhead,PS,26.72
Tiny Toon Adventures: ACME All-Stars,PS,31.44
Tiny Toon Adventures: Busters Hidden Treasure,PS,30.80
Todd's Adventures in Slime World,PS,62.24
ToeJam & Earl,PS,55.12
ToeJam & Earl in Panic on Funkotron,PS,39.41
Toki: Going Ape Spit,PS,76.40
Tom and Jerry: Frantic Antics!,PS,19.90
Tommy Lasorda Baseball,PS,10.04
Tony La Russa Baseball,PS,10.07
Top Gear 2,PS,41.27
Toughman Contest,PS,17.80
Toxic Crusaders,PS,51.57
Toy Story,PS,22.45
Toys,PS,30.78
Trampoline Terror!,PS,23.45
Traysia,PS,55.90
Triple Play 96,PS,10.75
Triple Play Gold Edition,PS,13.05
Triple Score: 3 Games in 1,PS,11.92
Trouble Shooter,PS,224.72
Troy Aikman NFL Football,PS,8.62
True Lies,PS,47.21
Truxton,PS,111.53
Turrican,PS,66.77
Twin Cobra,PS,38.04
Two Crude Dudes,PS,66.32
Tyrants: Fight Through Time,PS,28.51
Ultimate Mortal Kombat 3,PS,84.16
Ultimate Qix,PS,37.39
Uncharted Waters,PS,79.86
Uncharted Waters: New Horizons,PS,79.11
Universal Soldier,PS,47.04
Unnecessary Roughness 95,PS,13.20
Urban Strike,PS,30.57
VR Troopers,PS,24.42
Valis,PS,138.88
Valis III,PS,96.41
Vapor Trail,PS,189.95
Vectorman,PS,23.47
Vectorman 2,PS,28.78
Vectorman [Mega Hit Series],PS,18.02
Viewpoint,PS,32.97
Virtua Fighter 2,PS,24.42
Virtua Racing,PS,32.63
Virtual Bart,PS,37.35
Virtual Pinball,PS,19.58
WWF Raw,PS,20.76
WWF Royal Rumble,PS,16.57
WWF Super Wrestlemania,PS,20.34
WWF WrestleMania: The Arcade Game,PS,23.56
Wacky Worlds Creativity Studio,PS,56.58
Wardner,PS,85.42
Warlock,PS,19.87
Warpspeed,PS,26.09
Warrior of Rome,PS,21.01
Warrior of Rome II,PS,20.66
Warsong,PS,91.14
Wayne Gretzky and the NHLPA All-Stars,PS,13.35
Wayne's World,PS,28.91
We're Back!: A Dinosaur's Story,PS,19.20
Weaponlord,PS,49.89
Whac-A-Critter,PS,25.96
Wheel of Fortune,PS,18.08
Where in Time is Carmen Sandiego?,PS,21.87
Where in the World is Carmen Sandiego?,PS,25.59
Whip Rush,PS,67.71
Williams Arcade's Greatest Hits,PS,15.18
Wimbledon Championship Tennis,PS,10.48
Wings of Wor,PS,91.12
Winter Challenge,PS,19.20
Winter Olympic Games: Lillehammer 94,PS,11.57
Wiz n Liz,PS,29.15
Wolfchild,PS,54.31
Wolverine: Adamantium Rage,PS,31.38
Wonder Boy in Monster World,PS,78.92
World Championship Soccer,PS,12.05
World Championship Soccer II,PS,12.14
World Class Leaderboard Golf,PS,11.07
World Cup USA 94,PS,10.29
World Heroes,PS,27.03
World Series Baseball,PS,9.02
World Series Baseball 95,PS,11.98
World Series Baseball 96,PS,13.25
World Series Baseball 98,PS,20.73
World Trophy Soccer,PS,12.00
World of Illusion Starring Mickey Mouse & Donald Duck,PS,31.06
X-Band Modem,PS,20.50
X-Men,PS,29.45
X-Men 2: Clone Wars,PS,67.97
X-Men 2: Clone Wars [Mega Hit Series],PS,50.66
X-Perts,PS,36.14
Ys III: Wanderers from Ys,PS,143.74
Zany Golf,PS,38.15
Zero Tolerance,PS,36.96
Zero the Kamikaze Squirrel,PS,245.31
Zombies Ate My Neighbors,PS,51.23
Zool: Ninja of the Nth Dimension,PS,36.31
Zoom!,PS,17.35
Zoop,PS,10.93
seaQuest DSV,PS,20.28
3 Ninjas Kick Back,PS,784.31
7th Saga,PS,82.62
AAAHH!!! Real Monsters,PS,31.88
ABC Monday Night Football,PS,17.58
ACME Animation Factory,PS,30.66
ActRaiser,PS,128.72
ActRaiser 2,PS,105.25
Addams Family,PS,49.40
Addams Family Values,PS,56.88
Addams Family: Pugsley's Scavenger Hunt,PS,59.21
Advanced Dungeons & Dragons: Eye of the Beholder,PS,36.15
Adventures of Batman & Robin,PS,329.08
Adventures of Dr. Franken,PS,43.62
Adventures of Kid Kleets,PS,136.97
Adventures of Mighty Max,PS,53.13
Adventures of Rocky and Bullwinkle and Friends,PS,26.73
Adventures of Yogi Bear,PS,46.70
Aero Fighters,PS,"1,547.20"
Aero the Acro-Bat,PS,27.05
Aero the Acro-Bat 2,PS,106.45
Aerobiz,PS,53.23
Aerobiz: Supersonic,PS,102.05
Air Cavalry,PS,58.64
Air Strike Patrol,PS,50.47
Al Unser Jr.'s Road to the Top,PS,22.41
Aladdin,PS,39.23
Alien 3,PS,74.27
Alien vs. Predator,PS,113.38
American Gladiators,PS,27.92
American Tail: Fievel Goes West,PS,163.86
Andre Agassi Tennis,PS,36.47
Animaniacs,PS,44.42
Arcade's Greatest Hits: The Atari Collection 1,PS,30.99
Arcana,PS,61.06
Ardy Lightfoot,PS,204.37
Arkanoid: Doh It Again,PS,34.70
Art of Fighting,PS,36.22
Axelay,PS,165.78
B.O.B,PS,60.86
Ballz 3D,PS,26.75
Barbie Super Model,PS,35.16
Barkley: Shut Up and Jam!,PS,14.29
Bass Masters Classic,PS,24.57
Bass Masters Classic: Pro Edition,PS,20.94
Bassin's Black Bass,PS,30.81
Batman Forever,PS,31.80
Batman Returns,PS,99.07
Batter Up: It's a Hit!,PS,37.74
Battle Blaze,PS,31.84
Battle Cars,PS,37.77
Battle Grand Prix,PS,23.81
BattleClash,PS,27.36
Battletoads & Double Dragon: The Ultimate Team,PS,107.77
Battletoads in Battlemaniacs,PS,191.26
Bazooka Blitzkrieg,PS,59.88
Beauty and the Beast,PS,96.85
Beavis and Butt-head,PS,39.17
Bebe's Kids,PS,102.93
Beethoven,PS,24.46
Best of the Best: Championship Karate,PS,25.22
Big Sky Trooper,PS,52.21
Biker Mice from Mars,PS,254.27
Bill Laimbeer's Combat Basketball,PS,13.38
Bill Walsh College Football,PS,19.74
BioMetal,PS,151.87
BlaZeon,PS,126.30
BlackThorne,PS,102.47
Blues Brothers,PS,50.67
Bonkers,PS,75.40
Boogerman: A Pick and Flick Adventure,PS,176.05
Boxing: Legends of the Ring,PS,10.55
Brain Lord,PS,85.08
Brainies,PS,55.19
Bram Stoker's Dracula,PS,26.27
Brandish,PS,149.21
Brawl Brothers,PS,85.05
BreakThru!,PS,21.26
Breath of Fire,PS,104.56
Breath of Fire II,PS,156.12
Brett Hull Hockey,PS,15.08
Brett Hull Hockey '95,PS,13.94
Bronkie the Bronchiasaurus,PS,328.43
Brunswick World Tournament of Champions,PS,13.70
Brutal: Paws of Fury,PS,27.05
Bubsy II,PS,34.47
Bubsy in: Claws Encounters of the Furred Kind,PS,32.65
Bugs Bunny: Rabbit Rampage,PS,27.15
Bulls vs Blazers and the NBA Playoffs,PS,9.79
Bust-a-Move,PS,50.44
C2: Judgment Clay,PS,47.80
Cacoma Knight in Bizyland,PS,86.73
Cal Ripken Jr. Baseball,PS,12.55
California Games II,PS,27.68
Cannondale Cup,PS,44.32
Captain America and the Avengers,PS,61.73
Captain Commando,PS,302.02
Captain Novolin,PS,117.26
Carrier Aces,PS,47.13
Casper,PS,463.65
Castlevania: Dracula X,PS,604.55
Champions World Class Soccer,PS,20.15
Championship Pool,PS,12.65
Championship Soccer '94,PS,31.61
Chavez Boxing,PS,47.41
Chavez II,PS,73.73
Chessmaster,PS,20.86
Chester Cheetah: Too Cool to Fool,PS,44.94
Chester Cheetah: Wild Wild Quest,PS,60.39
Choplifter III: Rescue & Survive,PS,48.04
Chrono Trigger,PS,479.79
Chuck Rock,PS,43.07
Civilization,PS,50.88
Clay Fighter,PS,40.33
Clay Fighter: Tournament Edition,PS,53.60
Claymates,PS,60.66
Cliffhanger,PS,25.84
Clue,PS,19.23
College Football USA '97: The Road to New Orleans,PS,17.65
College Slam,PS,14.96
Combatribes,PS,112.06
Congo's Caper,PS,75.62
Contra III: The Alien Wars,PS,169.22
Contra III: The Alien Wars [Not For Resale],PS,0.00
Cool Spot,PS,53.69
Cool World,PS,70.55
Cutthroat Island,PS,38.03
Cyber Spin,PS,42.66
Cybernator,PS,86.12
D-Force,PS,32.81
Daffy Duck: The Marvin Missions,PS,39.73
Darius Twin,PS,64.03
David Crane's Amazing Tennis,PS,16.57
Death and Return of Superman,PS,131.84
Demolition Man,PS,36.69
Demon's Crest,PS,312.23
Dennis the Menace,PS,34.56
Desert Strike: Return to the Gulf,PS,33.52
Dig & Spike Volleyball,PS,19.67
Dino City,PS,66.21
Dirt Trax FX,PS,69.24
Donkey Kong Country,PS,62.92
Donkey Kong Country 2: Diddy's Kong Quest,PS,62.78
