Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Price,2600,Gen,N64,NES,PS,SAT,SCD,SNES,Action,Adventure,Fighting,Misc,Platform,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy,Price_bin_custom_range,Price_bin_custom_label
1996,20000,10000,0,0,40000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1998,10000,10000,0,0,20000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1995,80000,50000,0,10000,140000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(0, 10]",1
1995,920000,330000,520000,50000,1830000,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
1998,70000,40000,0,10000,120000,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
1998,40000,30000,0,0,70000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,90000,60000,0,10000,160000,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
1996,240000,160000,40000,30000,470000,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1996,110000,70000,0,10000,190000,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(10, 20]",2
1997,130000,90000,0,10000,230000,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(80, 140]",5
1999,150000,100000,0,20000,270000,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(20, 40]",3
1996,430000,290000,0,50000,770000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1998,360000,250000,0,40000,660000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,30000,20000,0,0,60000,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1999,710000,480000,320000,110000,1630000,21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(20, 40]",3
1998,250000,170000,0,30000,450000,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1995,10000,10000,0,0,20000,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1999,60000,40000,0,10000,110000,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0, 10]",1
1996,400000,270000,0,50000,720000,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1997,130000,90000,160000,30000,410000,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
1999,70000,50000,130000,20000,260000,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
1997,60000,40000,150000,20000,280000,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
2000,50000,30000,0,10000,80000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0, 10]",1
1999,1100000,140000,0,40000,1280000,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2001,240000,170000,0,30000,440000,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
2001,60000,40000,0,10000,100000,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,470000,320000,0,60000,850000,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,170000,110000,0,20000,300000,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2001,40000,20000,0,0,70000,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,310000,210000,0,40000,560000,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,140000,90000,0,20000,240000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0, 10]",1
2000,30000,20000,0,0,50000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1996,20000,20000,0,0,40000,27,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,70000,50000,0,10000,130000,19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1998,640000,430000,0,70000,1150000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0, 10]",1
2000,100000,70000,0,10000,180000,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0, 10]",1
1998,40000,30000,0,10000,80000,20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1997,70000,50000,0,10000,130000,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(80, 140]",5
1998,190000,130000,0,20000,340000,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0, 10]",1
2001,70000,50000,0,10000,130000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,100000,70000,0,10000,180000,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1997,10000,10000,0,0,20000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,20000,10000,0,0,40000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0, 10]",1
2001,80000,50000,0,10000,140000,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
1999,120000,80000,0,10000,220000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1995,280000,190000,0,30000,500000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1999,210000,140000,230000,40000,620000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,30000,20000,0,0,50000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,60000,40000,0,10000,110000,25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
2000,90000,60000,0,10000,170000,22,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
2001,30000,20000,0,0,50000,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1994,390000,260000,530000,80000,1270000,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1995,150000,100000,410000,50000,710000,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1996,60000,40000,140000,20000,270000,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1999,20000,10000,0,0,40000,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(10, 20]",2
1997,430000,290000,0,50000,780000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0, 10]",1
1995,110000,80000,350000,40000,570000,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1999,100000,70000,0,10000,190000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2002,0,0,20000,0,20000,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1997,200000,140000,0,20000,360000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2003,230000,160000,0,30000,420000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,70000,50000,0,10000,130000,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,60000,40000,0,10000,110000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,70000,50000,0,10000,130000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(0, 10]",1
1996,50000,40000,0,10000,100000,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
2001,30000,20000,0,0,60000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,40000,30000,0,0,70000,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,140000,100000,0,20000,250000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1998,200000,130000,0,20000,350000,25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1996,80000,60000,0,10000,150000,19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1996,250000,170000,0,30000,440000,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(20, 40]",3
1997,220000,150000,0,30000,390000,35,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
2001,280000,190000,0,30000,500000,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,310000,210000,0,40000,570000,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1996,50000,40000,0,10000,90000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(0, 10]",1
1998,10000,10000,0,0,20000,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1998,70000,50000,0,10000,120000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(10, 20]",2
1998,60000,40000,220000,20000,330000,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(20, 40]",3
1999,60000,40000,0,10000,110000,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1996,80000,50000,0,10000,140000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,10000,10000,0,0,20000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,30000,20000,0,0,50000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,40000,30000,0,0,70000,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1996,10000,10000,0,0,20000,107,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1998,250000,170000,650000,70000,1140000,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1997,80000,50000,0,10000,140000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1999,60000,40000,0,10000,110000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0, 10]",1
1997,290000,190000,460000,70000,1000000,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
2000,110000,80000,340000,40000,560000,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(80, 140]",5
1997,30000,20000,0,0,60000,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1997,30000,20000,0,0,60000,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1998,100000,70000,0,10000,180000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,60000,40000,0,10000,110000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,100000,70000,0,10000,190000,22,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(20, 40]",3
1997,10000,10000,0,0,20000,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
2000,110000,80000,0,10000,210000,52,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1999,220000,150000,0,30000,400000,26,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(20, 40]",3
1999,10000,0,0,0,10000,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(20, 40]",3
1996,70000,50000,0,10000,120000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
2000,150000,100000,0,20000,270000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,390000,270000,430000,80000,1160000,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,250000,170000,220000,40000,680000,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,90000,60000,350000,40000,540000,84,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(80, 140]",5
1997,180000,120000,0,20000,320000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0, 10]",1
1995,110000,70000,0,10000,200000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(10, 20]",2
1998,120000,80000,0,10000,220000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(10, 20]",2
1997,40000,30000,0,0,70000,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(10, 20]",2
2000,350000,240000,0,40000,630000,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
1998,40000,20000,0,0,70000,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
2001,120000,80000,0,10000,210000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,140000,90000,0,20000,250000,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,40000,30000,0,0,70000,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0, 10]",1
1998,80000,60000,0,10000,150000,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1995,10000,10000,90000,10000,110000,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(40, 80]",4
1997,170000,110000,0,20000,300000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1996,460000,310000,0,50000,830000,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,100000,70000,0,10000,180000,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1997,580000,400000,210000,80000,1270000,122,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1998,70000,50000,0,10000,130000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1998,360000,250000,0,40000,650000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0, 10]",1
1999,180000,120000,0,20000,320000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,320000,220000,0,40000,580000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
2000,30000,20000,0,0,60000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2001,50000,40000,0,10000,90000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0, 10]",1
1998,80000,60000,0,10000,150000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0, 10]",1
2000,70000,50000,0,10000,130000,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,70000,50000,300000,30000,440000,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1998,40000,30000,580000,50000,700000,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1996,30000,20000,0,0,50000,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1999,620000,420000,690000,120000,1860000,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(20, 40]",3
1998,40000,30000,0,0,70000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1998,150000,110000,0,20000,280000,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(20, 40]",3
1997,50000,30000,0,10000,90000,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1998,90000,2430000,120000,220000,2870000,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
2000,20000,800000,20000,70000,910000,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1995,100000,70000,0,10000,190000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,240000,160000,0,30000,420000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(10, 20]",2
2000,70000,50000,0,10000,120000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(10, 20]",2
1998,130000,90000,0,20000,230000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(0, 10]",1
1996,220000,150000,0,30000,400000,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(10, 20]",2
1997,230000,160000,0,30000,410000,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(20, 40]",3
1998,390000,270000,0,50000,700000,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(10, 20]",2
2000,310000,210000,0,40000,550000,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1996,370000,250000,0,40000,670000,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1996,100000,70000,240000,30000,430000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1997,1520000,460000,200000,80000,2250000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,230000,160000,0,30000,410000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1998,1650000,460000,100000,100000,2310000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,650000,440000,0,80000,1170000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,20000,10000,0,0,40000,102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1997,90000,60000,0,10000,150000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
2000,130000,90000,0,20000,240000,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1996,3230000,2350000,940000,300000,6820000,48,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1997,3780000,2170000,1310000,310000,7580000,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
1998,3680000,1750000,1420000,280000,7130000,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(20, 40]",3
2000,1560000,1470000,190000,170000,3390000,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,2570000,1570000,440000,210000,4790000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1998,70000,40000,0,10000,120000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1997,130000,90000,0,10000,230000,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1996,70000,50000,0,10000,120000,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,410000,280000,0,50000,730000,19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
1997,1570000,1790000,0,200000,3560000,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
2000,10000,0,0,0,10000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0, 10]",1
1996,30000,20000,0,0,50000,31,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,140000,100000,0,20000,250000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0, 10]",1
1997,20000,10000,0,0,40000,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1995,0,0,130000,10000,140000,34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,330000,220000,0,40000,590000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1995,50000,30000,0,10000,90000,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,20000,20000,0,0,40000,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
1997,20000,10000,0,0,40000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(0, 10]",1
2000,910000,110000,0,30000,1050000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2001,150000,100000,0,20000,270000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,20000,20000,0,0,40000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,30000,20000,0,0,50000,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1998,90000,60000,100000,20000,280000,33,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,190000,130000,0,20000,330000,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,20000,10000,0,0,40000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1998,170000,120000,0,20000,310000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1996,110000,70000,0,10000,190000,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1997,50000,40000,0,10000,100000,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1998,40000,30000,0,0,70000,23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1995,500000,340000,0,60000,900000,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1996,650000,440000,0,80000,1170000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
2000,80000,50000,0,10000,140000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1999,80000,50000,0,10000,140000,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1998,50000,30000,1100000,80000,1260000,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(10, 20]",2
1997,290000,190000,70000,40000,580000,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1996,850000,580000,0,100000,1540000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0, 10]",1
1999,270000,180000,0,30000,490000,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1999,60000,40000,0,10000,110000,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(40, 80]",4
2001,10000,10000,0,0,20000,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1999,560000,380000,280000,80000,1300000,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
2000,230000,160000,160000,40000,580000,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1998,810000,760000,700000,140000,2410000,39,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
2000,340000,490000,280000,100000,1210000,74,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1994,40000,20000,0,0,60000,63,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1996,10000,10000,0,0,20000,52,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1995,70000,50000,0,10000,130000,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
1997,20000,20000,220000,20000,270000,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
