Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Console,Game Title,Price,Mean,Median
DEAD OR ALIVE,PS,1998,Fighting,Sony Computer Entertainment,90000.0,60000.0,100000.0,20000.0,280000,PS,DEAD OR ALIVE,33.27,False,True
DEATHTRAP DUNGEON,PS,1998,Action,Eidos Interactive,190000.0,130000.0,,20000.0,330000,PS,DEATHTRAP DUNGEON,7.21,False,False
DECEPTION III DARK DELUSION,PS,1999,Role-Playing,Tecmo Koei,20000.0,10000.0,,,40000,PS,DECEPTION III DARK DELUSION,52.78,True,True
DEMOLITION RACER,PS,1998,Racing,Infogrames,170000.0,120000.0,,20000.0,310000,PS,DEMOLITION RACER,4.29,False,False
DESCENT,PS,1996,Shooter,Interplay,110000.0,70000.0,,10000.0,190000,PS,DESCENT,18.04,False,False
DESCENT MAXIMUM,PS,1997,Shooter,Interplay Productions,50000.0,40000.0,,10000.0,100000,PS,DESCENT MAXIMUM,14.74,False,False
DESTREGA,PS,1998,Fighting,Sony Computer Entertainment,40000.0,30000.0,,,70000,PS,DESTREGA,23.96,False,False
DESTRUCTION DERBY,PS,1995,Racing,Psygnosis,500000.0,340000.0,,60000.0,900000,PS,DESTRUCTION DERBY,21.82,False,False
DESTRUCTION DERBY 2,PS,1996,Racing,Psygnosis,650000.0,440000.0,,80000.0,1170000,PS,DESTRUCTION DERBY 2,10.31,False,False
DESTRUCTION DERBY RAW,PS,2000,Racing,Sony Computer Entertainment,80000.0,50000.0,,10000.0,140000,PS,DESTRUCTION DERBY RAW,13.14,False,False
DETECTIVE BARBIE THE MYSTERY CRUISE,PS,1999,Adventure,Mattel Interactive,80000.0,50000.0,,10000.0,140000,PS,DETECTIVE BARBIE THE MYSTERY CRUISE,7.43,False,False
DEVIL DICE,PS,1998,Puzzle,THQ,50000.0,30000.0,1100000.0,80000.0,1260000,PS,DEVIL DICE,14.24,False,False
DIABLO,PS,1997,Role-Playing,Electronic Arts,290000.0,190000.0,70000.0,40000.0,580000,PS,DIABLO,70.1,True,True
DIE HARD TRILOGY,PS,1996,Shooter,Fox Interactive,850000.0,580000.0,,100000.0,1540000,PS,DIE HARD TRILOGY,3.59,False,False
DIE HARD TRILOGY 2 VIVA LAS VEGAS,PS,1999,Action,Fox Interactive,270000.0,180000.0,,30000.0,490000,PS,DIE HARD TRILOGY 2 VIVA LAS VEGAS,14.21,False,False
DIGIMON DIGITAL CARD BATTLE,PS,1999,Strategy,Namco Bandai Games,60000.0,40000.0,,10000.0,110000,PS,DIGIMON DIGITAL CARD BATTLE,63.43,True,True
DIGIMON RUMBLE ARENA,PS,2001,Fighting,Namco Bandai Games,10000.0,10000.0,,,20000,PS,DIGIMON RUMBLE ARENA,18.15,False,False
DIGIMON WORLD,PS,1999,Role-Playing,Namco Bandai Games,560000.0,380000.0,280000.0,80000.0,1300000,PS,DIGIMON WORLD,65.25,True,True
DIGIMON WORLD 2,PS,2000,Role-Playing,Namco Bandai Games,230000.0,160000.0,160000.0,40000.0,580000,PS,DIGIMON WORLD 2,63.58,True,True
DINO CRISIS,PS,1998,Action,Capcom,810000.0,760000.0,700000.0,140000.0,2410000,PS,DINO CRISIS,39.66,True,True
DINO CRISIS 2,PS,2000,Action,Virgin Interactive,340000.0,490000.0,280000.0,100000.0,1210000,PS,DINO CRISIS 2,74.71,True,True
DISCWORLD,PS,1994,Adventure,Psygnosis,40000.0,20000.0,,,60000,PS,DISCWORLD,63.51,True,True
DISCWORLD II MORTALITY BYTES,PS,1996,Adventure,Psygnosis,10000.0,10000.0,,,20000,PS,DISCWORLD II MORTALITY BYTES,52.99,True,True
DISRUPTOR,PS,1995,Shooter,Interplay,70000.0,50000.0,,10000.0,130000,PS,DISRUPTOR,27.83,False,True
DRAGON BALL GT FINAL BOUT,PS,1997,Fighting,Namco Bandai Games,20000.0,20000.0,220000.0,20000.0,270000,PS,DRAGON BALL GT FINAL BOUT,31.82,False,True
DRAGON TALES DRAGON SEEK,PS,2000,Platform,Ubisoft,50000.0,30000.0,,10000.0,90000,PS,DRAGON TALES DRAGON SEEK,8.18,False,False
DRAGON VALOR,PS,1999,Role-Playing,Sony Computer Entertainment,40000.0,30000.0,,,70000,PS,DRAGON VALOR,47.17,True,True
DRAGONHEART FIRE  STEEL,PS,1996,Action,Acclaim Entertainment,20000.0,10000.0,,,30000,PS,DRAGONHEART FIRE  STEEL,32.36,False,True
DRIVER 2,PS,2000,Action,Atari,2360000.0,2100000.0,20000.0,250000.0,4730000,PS,DRIVER 2,8.9,False,False
DUKE NUKEM LAND OF THE BABES,PS,2000,Shooter,Atari,40000.0,30000.0,,,80000,PS,DUKE NUKEM LAND OF THE BABES,24.9,False,False
DUKE NUKEM TIME TO KILL,PS,1998,Shooter,Take-Two Interactive,770000.0,540000.0,,70000.0,1380000,PS,DUKE NUKEM TIME TO KILL,10.88,False,False
DUKE NUKEM TOTAL MELTDOWN,PS,1997,Shooter,GT Interactive,340000.0,230000.0,,40000.0,610000,PS,DUKE NUKEM TOTAL MELTDOWN,10.83,False,False
DUNE 2000,PS,1999,Strategy,Electronic Arts,140000.0,90000.0,,20000.0,250000,PS,DUNE 2000,27.1,False,False
DYNASTY WARRIORS,PS,1997,Action,Tecmo Koei,90000.0,60000.0,110000.0,20000.0,270000,PS,DYNASTY WARRIORS,28.84,False,True
ET THE EXTRATERRESTRIAL INTERPLANETARY MISSION,PS,2001,Platform,Ubisoft,20000.0,10000.0,,,40000,PS,ET THE EXTRATERRESTRIAL INTERPLANETARY MISSION,9.06,False,False
ECW ANARCHY RULZ,PS,1999,Fighting,Acclaim Entertainment,60000.0,40000.0,,10000.0,110000,PS,ECW ANARCHY RULZ,41.29,True,True
ECW HARDCORE REVOLUTION,PS,1999,Fighting,Acclaim Entertainment,270000.0,180000.0,,30000.0,480000,PS,ECW HARDCORE REVOLUTION,10.82,False,False
ESPN EXTREME GAMES,PS,1994,Sports,Sony Computer Entertainment,110000.0,80000.0,170000.0,30000.0,380000,PS,ESPN EXTREME GAMES,9.68,False,False
ESPN XGAMES PRO BOARDER,PS,1997,Sports,Sony Computer Entertainment,180000.0,120000.0,,20000.0,320000,PS,ESPN XGAMES PRO BOARDER,6.7,False,False
ECHO NIGHT,PS,1998,Adventure,From Software,30000.0,20000.0,70000.0,10000.0,120000,PS,ECHO NIGHT,127.33,True,True
EPIDEMIC,PS,1995,Shooter,Sony Computer Entertainment,20000.0,10000.0,100000.0,10000.0,140000,PS,EPIDEMIC,19.49,False,False
ETERNAL EYES,PS,1999,Role-Playing,Sunsoft,80000.0,50000.0,,10000.0,140000,PS,ETERNAL EYES,10.56,False,False
EVIL DEAD HAIL TO THE KING,PS,2000,Adventure,THQ,150000.0,100000.0,,20000.0,270000,PS,EVIL DEAD HAIL TO THE KING,23.84,False,False
EVIL ZONE,PS,1998,Fighting,Titus,140000.0,100000.0,,20000.0,250000,PS,EVIL ZONE,28.54,False,True
EXPENDABLE,PS,1999,Action,Infogrames,30000.0,20000.0,,,50000,PS,EXPENDABLE,22.5,False,False
EXTREME PINBALL,PS,1995,Misc,Electronic Arts,180000.0,120000.0,,20000.0,320000,PS,EXTREME PINBALL,8.03,False,False
F1 2000,PS,2000,Racing,Electronic Arts,140000.0,90000.0,,20000.0,250000,PS,F1 2000,3.42,False,False
F1 RACING CHAMPIONSHIP,PS,2000,Racing,Video System,60000.0,40000.0,,10000.0,110000,PS,F1 RACING CHAMPIONSHIP,19.28,False,False
FIFA 2000,PS,1998,Sports,Electronic Arts,220000.0,1470000.0,40000.0,140000.0,1870000,PS,FIFA 2000,9.81,False,False
FIFA SOCCER 2002,PS,2001,Sports,Electronic Arts,80000.0,60000.0,,10000.0,150000,PS,FIFA SOCCER 2002,7.67,False,False
FIFA SOCCER 96,PS,1995,Sports,Electronic Arts,90000.0,60000.0,,10000.0,160000,PS,FIFA SOCCER 96,12.47,False,False
FIFA SOCCER 97,PS,1996,Sports,Electronic Arts,90000.0,60000.0,,10000.0,160000,PS,FIFA SOCCER 97,10.67,False,False
FADE TO BLACK,PS,1996,Action,Electronic Arts,190000.0,130000.0,,20000.0,340000,PS,FADE TO BLACK,10.94,False,False
FANTASTIC FOUR,PS,1997,Action,Acclaim Entertainment,40000.0,30000.0,,,70000,PS,FANTASTIC FOUR,23.73,False,False
FATAL FURY WILD AMBITION,PS,1999,Fighting,SNK Playmore,30000.0,20000.0,,,50000,PS,FATAL FURY WILD AMBITION,38.48,True,True
FEAR EFFECT,PS,1998,Action,Eidos Interactive,400000.0,270000.0,,50000.0,720000,PS,FEAR EFFECT,31.48,False,True
FEAR EFFECT 2 RETRO HELIX,PS,2001,Action,Eidos Interactive,100000.0,70000.0,,10000.0,180000,PS,FEAR EFFECT 2 RETRO HELIX,36.13,False,True
FELONY 1179,PS,1997,Racing,ASCII Entertainment,60000.0,40000.0,,10000.0,110000,PS,FELONY 1179,19.9,False,False
FIGHTER MAKER,PS,1998,Fighting,Agetec,50000.0,40000.0,70000.0,10000.0,170000,PS,FIGHTER MAKER,10.11,False,False
FIGHTING FORCE,PS,1997,Fighting,Eidos Interactive,730000.0,500000.0,,90000.0,1320000,PS,FIGHTING FORCE,12.03,False,False
FIGHTING FORCE 2,PS,1999,Action,Eidos Interactive,310000.0,210000.0,,40000.0,550000,PS,FIGHTING FORCE 2,11.0,False,False
FINAL DOOM,PS,1995,Shooter,GT Interactive,150000.0,100000.0,,20000.0,270000,PS,FINAL DOOM,46.11,True,True
FINAL FANTASY ANTHOLOGY,PS,1999,Role-Playing,Square EA,450000.0,300000.0,,50000.0,800000,PS,FINAL FANTASY ANTHOLOGY,17.4,False,False
FINAL FANTASY CHRONICLES,PS,2001,Role-Playing,Square,290000.0,200000.0,,30000.0,520000,PS,FINAL FANTASY CHRONICLES,36.84,False,True
FINAL FANTASY IX,PS,2000,Role-Playing,SquareSoft,1620000.0,770000.0,2780000.0,140000.0,5300000,PS,FINAL FANTASY IX,18.18,False,False
FINAL FANTASY TACTICS,PS,1997,Role-Playing,SquareSoft,930000.0,120000.0,1340000.0,60000.0,2450000,PS,FINAL FANTASY TACTICS,34.16,False,True
FINAL FANTASY VII,PS,1997,Role-Playing,Sony Computer Entertainment,3010000.0,2470000.0,3280000.0,960000.0,9720000,PS,FINAL FANTASY VII,21.01,False,False
FINAL FANTASY VIII,PS,1999,Role-Playing,SquareSoft,2280000.0,1720000.0,3630000.0,230000.0,7860000,PS,FINAL FANTASY VIII,17.06,False,False
FISHERMANS BAIT 2 BIG OL BASS,PS,1999,Sports,Konami Digital Entertainment,160000.0,110000.0,,20000.0,290000,PS,FISHERMANS BAIT 2 BIG OL BASS,11.6,False,False
FORD RACING,PS,2001,Racing,Empire Interactive,480000.0,330000.0,,60000.0,860000,PS,FORD RACING,1.82,False,False
FORMULA 1,PS,1996,Racing,Psygnosis,180000.0,120000.0,420000.0,50000.0,760000,PS,FORMULA 1,4.02,False,False
FORMULA 1 CHAMPIONSHIP EDITION,PS,1997,Racing,Psygnosis,60000.0,40000.0,230000.0,20000.0,360000,PS,FORMULA 1 CHAMPIONSHIP EDITION,6.55,False,False
FORSAKEN,PS,1998,Shooter,Acclaim Entertainment,130000.0,90000.0,,20000.0,240000,PS,FORSAKEN,6.34,False,False
FOX SPORTS GOLF 99,PS,1997,Sports,Gremlin Interactive Ltd,80000.0,50000.0,,10000.0,140000,PS,FOX SPORTS GOLF 99,5.27,False,False
FRANK THOMAS BIG HURT BASEBALL,PS,1996,Sports,Acclaim Entertainment,80000.0,50000.0,,10000.0,140000,PS,FRANK THOMAS BIG HURT BASEBALL,19.18,False,False
FROGGER,PS,1997,Action,Hasbro Interactive,3790000.0,270000.0,,110000.0,4160000,PS,FROGGER,14.51,False,False
FROGGER 2 SWAMPYS REVENGE,PS,1999,Action,Hasbro Interactive,800000.0,540000.0,,90000.0,1430000,PS,FROGGER 2 SWAMPYS REVENGE,5.48,False,False
FRONT MISSION 3,PS,1999,Strategy,SquareSoft,100000.0,70000.0,310000.0,30000.0,520000,PS,FRONT MISSION 3,40.33,True,True
FUTURE COP LAPD,PS,1997,Simulation,Electronic Arts,160000.0,110000.0,,20000.0,300000,PS,FUTURE COP LAPD,52.84,True,True
GPOLICE,PS,1997,Action,Psygnosis,130000.0,90000.0,,20000.0,240000,PS,GPOLICE,10.79,False,False
GPOLICE WEAPONS OF JUSTICE,PS,1999,Action,Psygnosis,30000.0,20000.0,,,60000,PS,GPOLICE WEAPONS OF JUSTICE,17.82,False,False
GALAGA DESTINATION EARTH,PS,2000,Shooter,Hasbro Interactive,130000.0,90000.0,,20000.0,240000,PS,GALAGA DESTINATION EARTH,8.19,False,False
GALERIANS,PS,1999,Adventure,Crave Entertainment,80000.0,60000.0,,10000.0,150000,PS,GALERIANS,38.57,True,True
GALLOP RACER,PS,1999,Sports,Tecmo Koei,,,180000.0,10000.0,190000,PS,GALLOP RACER,11.39,False,False
GAUNTLET LEGENDS,PS,2000,Action,Midway Games,260000.0,180000.0,,30000.0,470000,PS,GAUNTLET LEGENDS,16.92,False,False
GEX,PS,1995,Platform,Crystal Dynamics,490000.0,330000.0,,60000.0,870000,PS,GEX,22.24,False,False
GEX 3 DEEP COVER GECKO,PS,1999,Platform,Eidos Interactive,300000.0,200000.0,,30000.0,530000,PS,GEX 3 DEEP COVER GECKO,17.57,False,False
GEX ENTER THE GECKO,PS,1998,Platform,BMG Interactive Entertainment,320000.0,220000.0,,40000.0,580000,PS,GEX ENTER THE GECKO,33.24,False,True
GHOST IN THE SHELL,PS,1997,Simulation,Sony Computer Entertainment,60000.0,40000.0,,10000.0,100000,PS,GHOST IN THE SHELL,90.99,True,True
GLOVER,PS,1999,Platform,Atari,90000.0,60000.0,,10000.0,170000,PS,GLOVER,17.75,False,False
GOAL STORM 97,PS,1996,Sports,Konami Digital Entertainment,10000.0,,90000.0,10000.0,110000,PS,GOAL STORM 97,33.66,False,True
GRAN TURISMO,PS,1997,Racing,Sony Computer Entertainment,4019999.0,3870000.0,2540000.0,520000.0,10950000,PS,GRAN TURISMO,16.41,False,False
GRAN TURISMO 2,PS,1999,Racing,Sony Computer Entertainment,3880000.0,3420000.0,1690000.0,500000.0,9490000,PS,GRAN TURISMO 2,7.73,False,False
GRAND SLAM,PS,1997,Misc,Virgin Interactive,20000.0,20000.0,,,40000,PS,GRAND SLAM,5.78,False,False
GRAND THEFT AUTO,PS,1997,Action,Take-Two Interactive,790000.0,1350000.0,40000.0,140000.0,2320000,PS,GRAND THEFT AUTO,22.92,False,False
GRAND THEFT AUTO 2,PS,1998,Action,Take-Two Interactive,1130000.0,2069999.0,,220000.0,3420000,PS,GRAND THEFT AUTO 2,18.5,False,False
GRANDIA,PS,1999,Role-Playing,Ubisoft,140000.0,90000.0,,20000.0,250000,PS,GRANDIA,65.51,True,True
GRID RUNNER,PS,1996,Action,Virgin Interactive,20000.0,10000.0,,,30000,PS,GRID RUNNER,8.14,False,False
GRIND SESSION,PS,2000,Sports,Sony Computer Entertainment,240000.0,170000.0,,30000.0,440000,PS,GRIND SESSION,8.74,False,False
GRUDGE WARRIORS,PS,1999,Action,Take-Two Interactive,230000.0,160000.0,,30000.0,410000,PS,GRUDGE WARRIORS,4.98,False,False
GUARDIANS CRUSADE,PS,1998,Role-Playing,Activision,70000.0,50000.0,,10000.0,120000,PS,GUARDIANS CRUSADE,40.4,True,True
GUILTY GEAR,PS,1998,Fighting,Virgin Interactive,30000.0,20000.0,70000.0,10000.0,140000,PS,GUILTY GEAR,51.21,True,True
GUNDAM BATTLE ASSAULT,PS,1998,Fighting,Namco Bandai Games,130000.0,90000.0,,20000.0,230000,PS,GUNDAM BATTLE ASSAULT,32.79,False,True
GUNSHIP,PS,1996,Simulation,Microprose,150000.0,100000.0,,20000.0,270000,PS,GUNSHIP,4.4,False,False
HBO BOXING,PS,2000,Fighting,Acclaim Entertainment,120000.0,80000.0,,10000.0,210000,PS,HBO BOXING,4.19,False,False
HARDBALL 5,PS,1996,Sports,SPS,70000.0,40000.0,,10000.0,120000,PS,HARDBALL 5,11.69,False,False
HARRY POTTER AND THE CHAMBER OF SECRETS,PS,2002,Action,Electronic Arts,750000.0,1090000.0,20000.0,120000.0,1980000,PS,HARRY POTTER AND THE CHAMBER OF SECRETS,11.56,False,False
HARRY POTTER AND THE SORCERERS STONE,PS,2001,Action,Electronic Arts,1370000.0,2000000.0,140000.0,220000.0,3730000,PS,HARRY POTTER AND THE SORCERERS STONE,9.34,False,False
HARVEST MOON BACK TO NATURE,PS,1999,Simulation,Ubisoft,110000.0,70000.0,120000.0,20000.0,320000,PS,HARVEST MOON BACK TO NATURE,51.29,True,True
HEART OF DARKNESS,PS,1998,Platform,Ocean,180000.0,120000.0,,20000.0,320000,PS,HEART OF DARKNESS,34.28,False,True
HERCS ADVENTURES,PS,1997,Action,Virgin Interactive,20000.0,10000.0,,,40000,PS,HERCS ADVENTURES,99.29,True,True
HIOCTANE THE TRACK FIGHTS BACK,PS,1995,Racing,Electronic Arts,30000.0,20000.0,,,50000,PS,HIOCTANE THE TRACK FIGHTS BACK,12.53,False,False
HOGS OF WAR,PS,2000,Strategy,Infogrames,10000.0,10000.0,,,20000,PS,HOGS OF WAR,38.57,True,True
HOSHIGAMI RUINING BLUE EARTH,PS,2001,Role-Playing,Max Five,30000.0,20000.0,,,50000,PS,HOSHIGAMI RUINING BLUE EARTH,56.87,True,True
HOT SHOTS GOLF,PS,1997,Sports,Sony Computer Entertainment,290000.0,200000.0,2130000.0,180000.0,2790000,PS,HOT SHOTS GOLF,10.24,False,False
HOT SHOTS GOLF 2,PS,1999,Sports,Sony Computer Entertainment,250000.0,120000.0,1480000.0,30000.0,1880000,PS,HOT SHOTS GOLF 2,15.19,False,False
HOT WHEELS TURBO RACING,PS,1999,Racing,Electronic Arts,590000.0,400000.0,,70000.0,1070000,PS,HOT WHEELS TURBO RACING,14.17,False,False
HYDRO THUNDER,PS,1999,Racing,Midway Games,260000.0,170000.0,,30000.0,460000,PS,HYDRO THUNDER,21.54,False,False
ISS PRO EVOLUTION,PS,1998,Sports,Konami Digital Entertainment,,,710000.0,50000.0,760000,PS,ISS PRO EVOLUTION,99.76,True,True
IMPACT RACING,PS,1996,Racing,JVC,30000.0,20000.0,,,60000,PS,IMPACT RACING,11.09,False,False
IN COLD BLOOD,PS,2000,Adventure,Sony Computer Entertainment,20000.0,10000.0,,,30000,PS,IN COLD BLOOD,37.81,True,True
INCREDIBLE CRISIS,PS,1999,Action,Titus,40000.0,30000.0,,10000.0,80000,PS,INCREDIBLE CRISIS,36.02,False,True
INDEPENDENCE DAY,PS,1997,Shooter,Fox Interactive,250000.0,170000.0,,30000.0,440000,PS,INDEPENDENCE DAY,5.55,False,False
INSPECTOR GADGET GADGETS CRAZY MAZE,PS,2001,Puzzle,Ubisoft,30000.0,20000.0,,,50000,PS,INSPECTOR GADGET GADGETS CRAZY MAZE,10.1,False,False
INTELLIGENT QUBE,PS,1997,Puzzle,Sony Computer Entertainment,130000.0,70000.0,1000000.0,20000.0,1220000,PS,INTELLIGENT QUBE,55.06,True,True
INTERNATIONAL TRACK  FIELD,PS,1996,Sports,Konami Digital Entertainment,80000.0,50000.0,350000.0,30000.0,510000,PS,INTERNATIONAL TRACK  FIELD,12.48,False,False
INTERNATIONAL TRACK  FIELD 2000,PS,1999,Sports,Konami Digital Entertainment,60000.0,40000.0,,10000.0,110000,PS,INTERNATIONAL TRACK  FIELD 2000,12.3,False,False
INTERPLAY SPORTS BASEBALL 2000,PS,1999,Sports,Interplay,30000.0,20000.0,,,60000,PS,INTERPLAY SPORTS BASEBALL 2000,6.98,False,False
INUYASHA A FEUDAL FAIRY TALE,PS,2002,Fighting,Namco Bandai Games,,,100000.0,10000.0,110000,PS,INUYASHA A FEUDAL FAIRY TALE,14.42,False,False
IRON SOLDIER 3,PS,1999,Simulation,Telegames,10000.0,10000.0,,,20000,PS,IRON SOLDIER 3,13.66,False,False
IRRITATING STICK,PS,1998,Action,Saurus,10000.0,10000.0,,,20000,PS,IRRITATING STICK,26.4,False,False
JACKIE CHAN STUNTMASTER,PS,1999,Action,Sony Computer Entertainment,120000.0,80000.0,,10000.0,220000,PS,JACKIE CHAN STUNTMASTER,70.84,True,True
JEOPARDY,PS,1997,Misc,Hasbro Interactive,390000.0,270000.0,,50000.0,710000,PS,JEOPARDY,2.25,False,False
JEOPARDY 2ND EDITION,PS,2000,Misc,Hasbro Interactive,160000.0,110000.0,,20000.0,290000,PS,JEOPARDY 2ND EDITION,3.33,False,False
JEREMY MCGRATH SUPERCROSS 2000,PS,2000,Racing,Acclaim Entertainment,400000.0,270000.0,,50000.0,710000,PS,JEREMY MCGRATH SUPERCROSS 2000,3.95,False,False
JEREMY MCGRATH SUPERCROSS 98,PS,1998,Racing,Acclaim Entertainment,910000.0,100000.0,,30000.0,1040000,PS,JEREMY MCGRATH SUPERCROSS 98,3.91,False,False
JERSEY DEVIL,PS,1997,Platform,Ocean,130000.0,90000.0,,10000.0,230000,PS,JERSEY DEVIL,48.54,True,True
JET MOTO,PS,1996,Racing,Sony Computer Entertainment,1330000.0,400000.0,30000.0,70000.0,1830000,PS,JET MOTO,11.71,False,False
JET MOTO 2,PS,1997,Racing,Sony Computer Entertainment,1410000.0,420000.0,30000.0,70000.0,1940000,PS,JET MOTO 2,9.39,False,False
JET MOTO 3,PS,1999,Racing,Sony Computer Entertainment,410000.0,280000.0,,50000.0,740000,PS,JET MOTO 3,8.78,False,False
JOHNNY BAZOOKATONE,PS,1995,Platform,U.S. Gold,30000.0,20000.0,,,50000,PS,JOHNNY BAZOOKATONE,16.33,False,False
JUDGE DREDD,PS,1997,Platform,Gremlin Interactive Ltd,30000.0,20000.0,,,50000,PS,JUDGE DREDD,16.31,False,False
JUMPING FLASH,PS,1995,Platform,Sony Computer Entertainment,50000.0,30000.0,210000.0,20000.0,300000,PS,JUMPING FLASH,59.69,True,True
JUPITER STRIKE,PS,1994,Shooter,Acclaim Entertainment,60000.0,40000.0,,10000.0,110000,PS,JUPITER STRIKE,15.92,False,False
K1 GRAND PRIX,PS,1999,Fighting,Jaleco,10000.0,10000.0,,,10000,PS,K1 GRAND PRIX,24.08,False,False
K1 REVENGE,PS,1997,Fighting,Xing Entertainment,40000.0,30000.0,160000.0,20000.0,240000,PS,K1 REVENGE,13.42,False,False
KISS PINBALL,PS,2001,Action,Take-Two Interactive,170000.0,120000.0,,20000.0,310000,PS,KISS PINBALL,5.09,False,False
KAGERO DECEPTION II,PS,1998,Strategy,Virgin Interactive,30000.0,20000.0,220000.0,20000.0,290000,PS,KAGERO DECEPTION II,29.51,False,True
KARTIA THE WORD OF FATE,PS,1998,Strategy,Konami Digital Entertainment,50000.0,30000.0,120000.0,10000.0,220000,PS,KARTIA THE WORD OF FATE,49.09,True,True
KENSEI SACRED FIST,PS,1997,Fighting,Konami Digital Entertainment,10000.0,10000.0,,,20000,PS,KENSEI SACRED FIST,39.0,True,True
KILEAK THE DNA IMPERATIVE,PS,1994,Shooter,Sony Computer Entertainment,80000.0,60000.0,210000.0,20000.0,370000,PS,KILEAK THE DNA IMPERATIVE,18.85,False,False
KILLER LOOP,PS,1999,Racing,Crave Entertainment,30000.0,20000.0,,,60000,PS,KILLER LOOP,6.48,False,False
KILLING ZONE,PS,1996,Fighting,Acclaim Entertainment,30000.0,20000.0,,,60000,PS,KILLING ZONE,15.73,False,False
KINGS FIELD,PS,1995,Role-Playing,Sony Computer Entertainment,90000.0,60000.0,,10000.0,160000,PS,KINGS FIELD,51.63,True,True
KINGS FIELD II,PS,1996,Role-Playing,From Software,80000.0,60000.0,110000.0,20000.0,260000,PS,KINGS FIELD II,48.33,True,True
KNOCKOUT KINGS,PS,1997,Fighting,Electronic Arts,1070000.0,390000.0,,60000.0,1520000,PS,KNOCKOUT KINGS,6.83,False,False
KNOCKOUT KINGS 2000,PS,1999,Fighting,Electronic Arts,1020000.0,340000.0,,50000.0,1410000,PS,KNOCKOUT KINGS 2000,1.45,False,False
KNOCKOUT KINGS 2001,PS,2000,Fighting,Electronic Arts,230000.0,150000.0,,30000.0,410000,PS,KNOCKOUT KINGS 2001,7.34,False,False
KONAMI ARCADE CLASSICS,PS,1999,Misc,Konami Digital Entertainment,20000.0,10000.0,,,40000,PS,KONAMI ARCADE CLASSICS,33.23,False,True
KRAZY IVAN,PS,1995,Simulation,Psygnosis,40000.0,30000.0,,,80000,PS,KRAZY IVAN,17.14,False,False
KURT WARNERS ARENA FOOTBALL UNLEASHED,PS,2000,Sports,Midway Games,70000.0,50000.0,,10000.0,130000,PS,KURT WARNERS ARENA FOOTBALL UNLEASHED,12.69,False,False
LEGO ISLAND 2 THE BRICKSTERS REVENGE,PS,2001,Adventure,LEGO Media,100000.0,70000.0,,10000.0,180000,PS,LEGO ISLAND 2 THE BRICKSTERS REVENGE,20.87,False,False
LEGO RACERS,PS,1999,Racing,LEGO Media,200000.0,140000.0,,20000.0,360000,PS,LEGO RACERS,16.21,False,False
LEGO ROCK RAIDERS,PS,1999,Strategy,LEGO Media,60000.0,40000.0,,10000.0,100000,PS,LEGO ROCK RAIDERS,16.65,False,False
LEGEND OF LEGAIA,PS,1998,Role-Playing,Sony Computer Entertainment,370000.0,250000.0,,40000.0,660000,PS,LEGEND OF LEGAIA,46.49,True,True
LEGEND OF MANA,PS,1999,Role-Playing,SquareSoft,180000.0,130000.0,730000.0,70000.0,1110000,PS,LEGEND OF MANA,55.15,True,True
LETHAL ENFORCERS I  II,PS,1996,Shooter,Konami Digital Entertainment,20000.0,10000.0,,,30000,PS,LETHAL ENFORCERS I  II,46.03,True,True
LOONEY TUNES RACING,PS,2000,Racing,Infogrames,160000.0,110000.0,,20000.0,290000,PS,LOONEY TUNES RACING,18.71,False,False
LUCKY LUKE,PS,1998,Platform,Ocean,130000.0,90000.0,,20000.0,240000,PS,LUCKY LUKE,14.84,False,False
LUNAR 2 ETERNAL BLUE COMPLETE,PS,1999,Role-Playing,Kadokawa Shoten,190000.0,130000.0,,20000.0,350000,PS,LUNAR 2 ETERNAL BLUE COMPLETE,122.37,True,True
LUNAR SILVER STAR STORY COMPLETE,PS,1998,Role-Playing,Kadokawa Shoten,270000.0,180000.0,60000.0,40000.0,550000,PS,LUNAR SILVER STAR STORY COMPLETE,95.44,True,True
MMS SHELL SHOCKED,PS,2001,Action,Berkeley,20000.0,10000.0,,,30000,PS,MMS SHELL SHOCKED,9.43,False,False
MDK,PS,1997,Shooter,Interplay,110000.0,80000.0,,10000.0,200000,PS,MDK,19.66,False,False
MLB 2000,PS,1999,Sports,Sony Computer Entertainment,520000.0,350000.0,,60000.0,940000,PS,MLB 2000,3.24,False,False
MLB 2001,PS,2000,Sports,Sony Computer Entertainment,490000.0,340000.0,,60000.0,890000,PS,MLB 2001,6.19,False,False
MLB 2002,PS,2001,Sports,Sony Computer Entertainment,240000.0,160000.0,,30000.0,430000,PS,MLB 2002,2.76,False,False
MLB 99,PS,1998,Sports,Sony Computer Entertainment,480000.0,320000.0,,60000.0,860000,PS,MLB 99,6.6,False,False
MLB PENNANT RACE,PS,1996,Sports,Sony Computer Entertainment,160000.0,110000.0,,20000.0,290000,PS,MLB PENNANT RACE,6.82,False,False
MTV MUSIC GENERATOR,PS,1999,Misc,Codemasters,260000.0,180000.0,,30000.0,470000,PS,MTV MUSIC GENERATOR,23.5,False,False
MTV SPORTS PURE RIDE,PS,2000,Sports,THQ,70000.0,50000.0,,10000.0,120000,PS,MTV SPORTS PURE RIDE,6.82,False,False
MACHINE HEAD,PS,1996,Shooter,Eidos Interactive,40000.0,30000.0,,,70000,PS,MACHINE HEAD,11.24,False,False
